Temparature,Humidity,Moisture,Soil Type,Crop Type
28.05,52.74,43.39,Sandy,Pulses
24.59,59,58.71,Black,Ground Nuts
27.09,50.45,54.43,Loamy,Sugarcane
26.63,61.32,55.43,Black,Oil seeds
29.32,66.28,55.01,Loamy,Sugarcane
25.75,55.81,39.52,Clayey,Wheat
29.62,61,31.32,Black,Maize
23.85,60.61,56.48,Black,Oil seeds
31.15,59.56,27.97,Black,Cotton
28.76,55.72,49.49,Black,Millets
31.33,67.83,68.19,Sandy,Barley
38.04,73.24,69.06,Loamy,Barley
29.22,57.29,29.75,Clayey,Wheat
30.67,66.76,52.32,Sandy,Maize
30.39,54.66,40.53,Black,Barley
24.04,44.61,65.64,Loamy,Pulses
24.04,54.47,46.62,Black,Barley
30.21,53.36,54.28,Clayey,Oil seeds
36.53,60.86,45.04,Black,Ground Nuts
23.6,54.64,32.83,Sandy,Barley
24.21,49.11,62.53,Clayey,Tobacco
28.95,45.51,33.51,Red,Millets
28.75,60.69,32.81,Black,Barley
29.43,60.47,58.66,Clayey,Oil seeds
35.11,67.01,48.64,Black,Sugarcane
33.94,62.53,22.09,Black,Barley
30.89,58.68,33.78,Sandy,Maize
33.14,60.57,35.83,Red,Barley
29.9,51.27,49.74,Clayey,Oil seeds
32.53,58.97,39.94,Red,Ground Nuts
25.9,47.84,31.55,Sandy,Pulses
34.13,59.23,63.23,Loamy,Sugarcane
30.53,65.11,53.95,Clayey,Millets
26,66.36,26.96,Clayey,Sugarcane
27.4,54.83,69.04,Loamy,Cotton
38.44,62.45,46.09,Red,Ground Nuts
29.37,62.57,51.8,Red,Wheat
29.54,67.83,40.1,Loamy,Cotton
31.31,48.85,25.68,Black,Sugarcane
32.51,67.8,42.49,Black,Sugarcane
28.24,48.4,33.28,Red,Tobacco
39.87,60.83,56.01,Clayey,Barley
22.54,44.49,64.67,Clayey,Barley
39.58,71.07,39.53,Loamy,Pulses
36.66,60.99,46.13,Loamy,Wheat
30.67,59.09,30.58,Red,Sugarcane
28.01,54.25,39.67,Red,Maize
25.01,43.66,44.44,Loamy,Oil seeds
29.26,60.28,34.61,Loamy,Sugarcane
35.64,76.74,55.07,Loamy,Sugarcane
25.85,59.28,48.78,Red,Barley
27.37,52.08,45.62,Clayey,Maize
26.57,53.34,23.1,Black,Tobacco
36.24,55.86,52.22,Sandy,Ground Nuts
39.58,56.11,42.44,Sandy,Tobacco
33.06,52.39,40.7,Loamy,Millets
32.03,57.94,48.58,Clayey,Wheat
26.9,57.31,68.61,Black,Cotton
33.47,59.46,64.44,Sandy,Wheat
40,62.39,45.31,Clayey,Paddy
31.98,60.7,35.91,Loamy,Pulses
32.84,62.04,32.05,Sandy,Sugarcane
27.96,54.06,47.23,Black,Millets
32.11,71.86,56.34,Clayey,Barley
37.68,71.36,32.07,Clayey,Ground Nuts
33.29,72.81,38.08,Red,Tobacco
24.24,45.3,68.56,Clayey,Barley
29.39,58.92,32.77,Sandy,Wheat
34.12,78.05,45.51,Sandy,Oil seeds
31.46,60.92,35.26,Black,Barley
25.84,46.79,35.77,Clayey,Paddy
30.65,57.55,43.54,Black,Maize
36.25,60.68,42.98,Black,Sugarcane
28.64,69.09,42.89,Loamy,Cotton
30.28,59.17,40.52,Red,Pulses
36.5,52.36,24.4,Red,Paddy
21.57,50.51,47.72,Black,Wheat
33.9,74.86,57.18,Sandy,Wheat
37.18,70.69,58.98,Red,Sugarcane
33.28,76.03,40.66,Clayey,Barley
29.85,58.07,42.1,Sandy,Tobacco
21.99,53.33,61.68,Red,Oil seeds
23.41,43.66,20.16,Clayey,Pulses
30.29,46.16,40.66,Clayey,Paddy
31.65,57,56.28,Red,Oil seeds
32.15,58.22,58.63,Clayey,Cotton
30.74,62.79,50.57,Sandy,Tobacco
22.28,49.97,42.28,Clayey,Pulses
29.84,42.95,34.38,Clayey,Sugarcane
36.14,74.84,61.48,Sandy,Tobacco
39.75,66.91,26.89,Black,Barley
30.44,68.6,66.26,Clayey,Barley
30.86,51.58,34.05,Red,Millets
30.22,65.07,28.06,Red,Cotton
30.08,52.22,52.78,Red,Oil seeds
37.77,72.96,37.53,Black,Tobacco
20.55,57.33,36.43,Red,Wheat
30.4,60.18,28.18,Loamy,Cotton
28.3,62.72,42.06,Clayey,Wheat
33.03,50.75,42.07,Loamy,Sugarcane
24.26,66.8,29.59,Loamy,Barley
36.13,61.57,35.14,Loamy,Maize
36.76,72.35,33.65,Black,Paddy
30.12,52.36,33.8,Sandy,Barley
22.16,43.31,42.41,Red,Pulses
32.65,68.89,29.69,Clayey,Millets
26.89,51.17,70,Clayey,Sugarcane
33.44,59.53,70,Clayey,Cotton
29.67,47.88,23.8,Red,Ground Nuts
25.12,50.56,52.48,Sandy,Millets
36.37,67.68,30.08,Loamy,Tobacco
29.06,68.31,52.37,Red,Ground Nuts
25.78,64.69,32.38,Loamy,Barley
30.4,55.27,41.63,Clayey,Ground Nuts
36,59.46,52.35,Clayey,Wheat
25.43,48.84,35.9,Black,Pulses
34.49,54.23,21.17,Black,Sugarcane
30.5,59.68,35.22,Black,Wheat
24.25,67.07,21.47,Loamy,Tobacco
35.42,65.57,43.67,Clayey,Pulses
30.41,64.96,48.09,Black,Pulses
27.52,42.91,21.12,Red,Ground Nuts
24.68,49.97,70,Loamy,Barley
29.32,64.15,57.63,Black,Cotton
31.83,55.75,46.33,Sandy,Millets
40,61.76,49.42,Loamy,Cotton
27.8,65.85,31.27,Clayey,Wheat
31.7,55.64,40.28,Sandy,Maize
29,65.07,70,Red,Maize
29.04,70.01,36.9,Black,Barley
27.98,42.2,60.29,Clayey,Pulses
35.17,73.71,70,Loamy,Maize
26.03,44.6,30.68,Red,Cotton
27.89,59.42,32.46,Sandy,Tobacco
38.67,65.53,64.36,Black,Oil seeds
24.54,46.43,32.67,Black,Ground Nuts
32.82,66.47,59.62,Red,Ground Nuts
24.05,56.01,29.3,Red,Sugarcane
32.67,66.98,67.27,Loamy,Cotton
31.25,49.31,59.62,Sandy,Ground Nuts
21.28,54.65,57.82,Clayey,Cotton
33.5,71.43,63.29,Clayey,Tobacco
30.14,74.53,67.61,Black,Paddy
28.38,62.44,55.9,Black,Wheat
40,53.38,44.17,Black,Barley
30.51,56.56,31.01,Sandy,Ground Nuts
29.85,60.19,51.81,Black,Millets
27.57,58.96,56.6,Red,Wheat
31.19,60.99,46.6,Red,Pulses
26.57,53.43,43.69,Clayey,Ground Nuts
21.45,47.54,35.03,Red,Tobacco
25.87,64.11,67.58,Loamy,Wheat
23.29,59.14,42.14,Red,Maize
24.68,58.73,43.06,Sandy,Millets
33.95,62.48,20.64,Black,Pulses
26.33,59.59,55.24,Black,Cotton
40,68.68,34.13,Sandy,Ground Nuts
27.62,67.62,64.74,Red,Barley
27.96,53.07,59.54,Clayey,Pulses
26.49,61.97,42.04,Clayey,Ground Nuts
29.25,62,55.15,Clayey,Barley
23.74,55.81,61.5,Loamy,Pulses
25.85,48.14,39.33,Loamy,Maize
30.07,59.72,61.15,Clayey,Pulses
30.02,55.06,30.59,Red,Wheat
21.68,57.86,23.08,Red,Pulses
20.42,53.57,38.87,Loamy,Cotton
32.8,65.87,49.94,Clayey,Barley
33.34,61.94,32.31,Black,Sugarcane
31.25,68.53,66.94,Red,Oil seeds
37.61,64.57,34.12,Clayey,Pulses
34.15,68.11,46.5,Clayey,Pulses
27.67,59.9,26.38,Black,Cotton
22.34,45.29,39.49,Loamy,Millets
21.07,60.95,61.29,Clayey,Millets
27.82,57.43,30.84,Loamy,Cotton
23.11,49.15,32.6,Black,Cotton
24,49.02,37.37,Clayey,Sugarcane
29.13,43.28,36.14,Black,Sugarcane
23.46,50.44,24.32,Black,Cotton
28.08,52.69,32.35,Clayey,Ground Nuts
21.29,54.85,26.51,Sandy,Millets
28.54,49.45,46.17,Red,Millets
31.21,60.48,37.27,Clayey,Oil seeds
22.97,44.59,43.69,Clayey,Barley
27.52,52.42,36.15,Red,Maize
26.76,43.31,43.64,Red,Oil seeds
30.57,64.68,51.73,Clayey,Wheat
37.11,77.37,42.03,Clayey,Cotton
34.97,72.4,57.83,Loamy,Wheat
32.85,69.09,29.04,Black,Ground Nuts
24.33,66.27,70,Black,Ground Nuts
23.84,60.67,36.47,Sandy,Pulses
35.36,64.36,36.49,Loamy,Wheat
27.09,62.94,50.51,Red,Wheat
25.2,48.23,41.84,Black,Ground Nuts
23.98,52.41,24.26,Loamy,Ground Nuts
32.12,57.29,40.78,Sandy,Millets
28.29,57.33,52.55,Clayey,Cotton
27.8,44.81,22.17,Red,Sugarcane
35.41,69.11,70,Clayey,Sugarcane
34.46,74.6,45.35,Red,Oil seeds
26.25,69.57,37.25,Red,Tobacco
40,76.34,22.1,Black,Oil seeds
29.5,50.06,63.05,Clayey,Pulses
27.13,43.23,35.28,Red,Paddy
28.99,66.71,43.03,Clayey,Paddy
25.14,46.88,28.19,Loamy,Cotton
27.79,62.14,30.06,Red,Sugarcane
33.41,67.81,41.34,Loamy,Ground Nuts
25.2,44.1,46.96,Red,Oil seeds
34.19,56.72,63.64,Clayey,Tobacco
37.3,68.57,44.84,Black,Pulses
31.78,59.11,44.18,Black,Pulses
32.11,71.08,29.01,Sandy,Barley
36.82,57.69,30.19,Red,Barley
25.12,64.48,52.92,Sandy,Wheat
31.33,72.92,35.31,Red,Tobacco
29.93,55.77,48.12,Clayey,Tobacco
32.68,58.16,41.4,Loamy,Paddy
28.17,50.1,57.67,Sandy,Cotton
35.81,76.09,24.48,Red,Paddy
38.04,62.28,44.38,Clayey,Pulses
31.55,53.02,39.4,Clayey,Cotton
29.14,59.77,42.79,Clayey,Barley
34.31,63.01,44.96,Black,Tobacco
27.54,58.58,30.71,Black,Tobacco
27.92,52.23,46.52,Sandy,Tobacco
24.6,51.17,29.76,Clayey,Wheat
28.87,57.65,56.9,Black,Barley
28.85,58.79,66.37,Sandy,Cotton
33.72,61.76,45.98,Clayey,Maize
30.63,60.56,22.33,Black,Maize
27.05,50.1,30.22,Sandy,Maize
22.79,59.47,28.56,Sandy,Millets
38.77,55.67,55.59,Clayey,Paddy
28.8,49.98,58.83,Black,Sugarcane
27.76,65.79,45.56,Loamy,Ground Nuts
22.48,53.68,29.96,Clayey,Millets
32.73,55.44,47.85,Clayey,Ground Nuts
24.2,41.69,33.6,Red,Ground Nuts
30.17,59.06,40.76,Loamy,Cotton
40,67.75,57.85,Loamy,Barley
38.33,58.9,40.27,Clayey,Cotton
26.86,46.9,28.95,Clayey,Wheat
25.56,61.54,26.89,Sandy,Tobacco
26.54,45.74,70,Red,Tobacco
29.36,52.93,54.82,Red,Oil seeds
24.44,46.56,30.45,Red,Ground Nuts
27.95,69.26,31.79,Red,Ground Nuts
37.22,64.38,63.58,Red,Tobacco
30.57,47.43,58.26,Sandy,Ground Nuts
24.1,63.6,25.87,Clayey,Sugarcane
37.79,62.57,61.86,Clayey,Sugarcane
30.33,55.01,27.78,Loamy,Tobacco
28.18,65.54,54.63,Clayey,Millets
24.23,58.48,50.97,Red,Tobacco
31.35,68.81,41.39,Black,Oil seeds
35.83,76.88,66.33,Red,Sugarcane
33.04,56.04,63.33,Black,Maize
36.49,74.83,63.59,Red,Sugarcane
30.11,48.12,54.43,Red,Maize
20.3,44.44,41.86,Loamy,Pulses
32.82,65.38,24.04,Red,Ground Nuts
32.87,59.11,59.71,Clayey,Sugarcane
30.81,51.96,35.61,Loamy,Millets
38.65,71.63,59.06,Sandy,Tobacco
32.86,68.29,37.77,Black,Maize
22.72,50.47,51.87,Black,Sugarcane
27.14,58.79,66.42,Sandy,Tobacco
32.33,74.41,49.11,Loamy,Ground Nuts
31.57,59.49,44.41,Loamy,Wheat
33.92,70.37,55.46,Sandy,Cotton
23.64,54.21,33.68,Clayey,Barley
26.46,60.34,48.97,Red,Tobacco
35.48,68.25,34.7,Clayey,Wheat
40,80,56.82,Red,Tobacco
29.3,44.76,52.52,Red,Paddy
31.85,56.67,68.54,Sandy,Sugarcane
37.34,56.16,66.28,Loamy,Ground Nuts
39.21,74.83,33.14,Sandy,Wheat
35.11,67.52,40.53,Black,Paddy
30.26,42.39,34,Black,Wheat
27.72,47.55,65.62,Sandy,Wheat
37.43,61.49,29.07,Red,Pulses
39.16,75.73,34.03,Black,Sugarcane
29.62,57.58,56.91,Clayey,Pulses
32.11,68.19,40.77,Clayey,Paddy
33.45,64.37,58.6,Loamy,Millets
32.97,58.85,60.26,Black,Paddy
34.98,59.82,34.18,Loamy,Millets
23.6,46.17,50.36,Red,Cotton
28.85,45.61,27.28,Clayey,Millets
24.76,45.87,45.72,Clayey,Tobacco
38.26,65.76,29.84,Black,Pulses
36.67,66.99,57.65,Clayey,Pulses
32.15,59.62,52.44,Red,Wheat
40,71.5,35.55,Loamy,Tobacco
31.55,52.46,20,Sandy,Sugarcane
25.85,47.66,44.43,Clayey,Ground Nuts
29.09,53.7,30.89,Red,Sugarcane
35.09,73.25,64.96,Red,Paddy
36.28,57.76,50.83,Clayey,Pulses
31.96,62.45,49.67,Sandy,Tobacco
36.03,68.01,34.95,Red,Barley
31.63,56.04,35.55,Red,Oil seeds
37.72,53.18,50.18,Red,Millets
34.19,58.06,70,Loamy,Paddy
24.85,44.22,44.43,Black,Ground Nuts
26.79,51.89,45.51,Sandy,Maize
28.9,48.82,25.28,Red,Tobacco
32.48,55.58,37.82,Loamy,Oil seeds
29.28,54.11,33.43,Loamy,Sugarcane
23.96,52.37,25.81,Sandy,Maize
36.64,64.68,42.16,Black,Wheat
26.37,60.29,50.88,Black,Millets
33.21,79.62,35.61,Loamy,Barley
34.78,55.26,29.66,Black,Ground Nuts
31.53,61.06,40.48,Black,Ground Nuts
26.71,49.27,30.54,Sandy,Ground Nuts
30.89,66.92,30.15,Black,Oil seeds
25.99,57.23,60.76,Sandy,Ground Nuts
35.33,63.38,24.82,Sandy,Oil seeds
32.14,67.16,57.06,Clayey,Sugarcane
26.59,52.74,51.85,Clayey,Tobacco
29.09,65.94,42.43,Loamy,Paddy
33.4,72.33,23.7,Red,Tobacco
24.53,59.27,42.34,Clayey,Sugarcane
37.56,61.34,62.16,Black,Sugarcane
24.83,54.28,62.54,Clayey,Maize
29.19,47.17,37.7,Black,Ground Nuts
35.36,66.71,31.57,Sandy,Wheat
32.94,58.58,52.48,Red,Barley
39.46,69.85,20,Red,Sugarcane
29.13,62.34,26.54,Red,Wheat
39.89,68.39,50.49,Black,Paddy
23.49,45.84,58.18,Clayey,Wheat
30.68,63.25,46.38,Black,Paddy
24.41,56.8,34.97,Sandy,Cotton
33.88,80,54.46,Black,Oil seeds
27.17,69.52,47.69,Sandy,Maize
35.51,72.18,36.2,Loamy,Maize
32.08,55.08,52.81,Red,Ground Nuts
35.09,72.5,46.73,Sandy,Barley
29.74,48.18,62.44,Black,Tobacco
28.54,63.37,52.98,Clayey,Sugarcane
33.65,60.55,62.52,Black,Tobacco
31.89,59.31,30.26,Red,Millets
27.42,62.06,43.64,Clayey,Maize
34.32,59.44,33.94,Loamy,Cotton
26.61,43.26,46.1,Clayey,Cotton
32.76,48.27,44.77,Clayey,Millets
29.58,56.08,67.27,Red,Cotton
35.14,58.65,43.04,Sandy,Pulses
29.99,52.36,48.22,Black,Pulses
24.71,53,33.7,Sandy,Millets
37.83,62.2,38.9,Red,Sugarcane
29.62,67.51,41.82,Clayey,Wheat
24.59,58.67,52.83,Sandy,Cotton
38.92,59.35,41.61,Clayey,Cotton
24.95,54.7,25.03,Sandy,Wheat
34.84,66.6,26.52,Red,Ground Nuts
24.75,49.42,45.06,Clayey,Cotton
34.76,66.83,47.24,Clayey,Wheat
34.36,59.48,61.29,Sandy,Maize
33.1,52.18,63.48,Red,Wheat
22.53,60.17,52.65,Loamy,Pulses
33.29,57.7,37.44,Black,Millets
26.95,62.85,63.53,Clayey,Oil seeds
28.76,54.72,37.74,Red,Wheat
26.27,49.13,21.16,Sandy,Ground Nuts
31.58,66.26,59.62,Sandy,Paddy
25.22,60.2,52.04,Clayey,Tobacco
33.11,71.83,57.15,Loamy,Paddy
29.94,62.39,35.14,Red,Tobacco
25.72,60.71,43.46,Clayey,Wheat
29.16,50.01,56.58,Clayey,Maize
40,74.03,39.34,Loamy,Paddy
27.65,55.35,34.36,Black,Pulses
29.72,71.91,52.5,Red,Tobacco
28.03,53.76,60.86,Sandy,Wheat
29.86,59.28,62.62,Sandy,Maize
32.86,62.77,31.22,Red,Oil seeds
23.9,44.45,32.53,Red,Barley
30.2,57.56,52.01,Loamy,Wheat
26.86,61.34,45.62,Black,Oil seeds
21.51,55.9,45.54,Clayey,Maize
28.78,66.87,49.42,Clayey,Millets
29.54,54.73,69.41,Loamy,Pulses
35.77,58.62,25.35,Sandy,Oil seeds
30.85,67.85,27.32,Loamy,Ground Nuts
35.66,68.89,32.88,Red,Oil seeds
30.37,61.22,43.8,Loamy,Paddy
26.62,66.89,62.01,Red,Oil seeds
33.88,72.42,32.65,Black,Ground Nuts
40,79.99,35.61,Loamy,Sugarcane
33.2,53.06,64.27,Sandy,Sugarcane
27.05,50.17,43.61,Loamy,Millets
25.34,51.56,38.67,Clayey,Barley
34.03,61.12,35.57,Clayey,Cotton
27.22,58.67,43.43,Red,Tobacco
24.41,53.52,66.7,Black,Millets
30.88,56.44,68.29,Sandy,Maize
26.62,58.03,23.34,Sandy,Ground Nuts
30.9,68.66,34.94,Clayey,Wheat
32.61,63.84,45.4,Black,Sugarcane
25.11,49.18,41.82,Red,Paddy
31.05,52.85,37.01,Clayey,Sugarcane
29.6,70.57,54.2,Black,Sugarcane
23.25,48.93,24.15,Black,Oil seeds
27.69,55.28,34.84,Clayey,Ground Nuts
23.33,59.29,45.53,Loamy,Tobacco
39.91,76.62,45.94,Red,Millets
27.11,66.09,67.85,Black,Wheat
27.18,59.42,53.2,Clayey,Pulses
30.72,62.41,35.53,Sandy,Barley
24.51,46.17,65.49,Sandy,Sugarcane
35.48,55.43,28.66,Red,Millets
33.63,71.51,43.87,Loamy,Tobacco
35.39,65.38,54.92,Sandy,Paddy
26.3,62.73,20,Black,Millets
25.98,51.85,70,Black,Pulses
28.26,50.41,34.56,Clayey,Barley
35.36,69.36,54.93,Red,Oil seeds
37.61,60.54,64.55,Loamy,Maize
30.21,59.88,47.25,Loamy,Paddy
35.04,69.99,33.2,Black,Pulses
30.78,66.91,63.26,Loamy,Oil seeds
30.9,52.93,43.05,Red,Millets
38.8,74.45,38.5,Red,Ground Nuts
29.07,73.52,52.71,Loamy,Millets
29.8,52.93,39.95,Black,Sugarcane
33.53,68.45,31.56,Red,Sugarcane
35.43,73.21,53.28,Loamy,Wheat
21.05,45.03,70,Red,Cotton
27.48,47.09,27.89,Black,Cotton
29.54,60.61,54.07,Loamy,Sugarcane
38.11,69.4,54.47,Black,Wheat
28.55,50.92,36.81,Sandy,Oil seeds
35.38,55.86,42.48,Sandy,Pulses
34.35,56.75,61.79,Black,Tobacco
27.07,54.74,36.04,Red,Tobacco
40,75.03,42.43,Black,Pulses
26.28,48.37,65.31,Black,Millets
36.48,63.87,20.37,Sandy,Sugarcane
36.73,56.57,49.51,Red,Millets
36.22,63.83,37.08,Red,Tobacco
32.23,54.15,54.33,Red,Sugarcane
40,74.84,47.75,Sandy,Cotton
32.17,63.37,31.63,Red,Ground Nuts
29.44,50.92,34.24,Loamy,Barley
25.42,52.97,21.71,Red,Paddy
29.19,61.81,48.68,Clayey,Sugarcane
27.44,54.73,62.9,Clayey,Maize
25.08,66.46,20.54,Clayey,Millets
32.32,58.02,68.23,Sandy,Sugarcane
28.86,61.44,55.03,Clayey,Sugarcane
36.97,72.6,43.87,Sandy,Ground Nuts
29.5,69.16,41.62,Loamy,Cotton
31.36,52.48,65.81,Loamy,Cotton
22.06,56.16,61.45,Red,Tobacco
33.36,62.22,24.56,Sandy,Millets
28.16,53.4,40.78,Sandy,Millets
36.49,75.76,26.28,Black,Wheat
37.5,64.03,58.94,Loamy,Oil seeds
37.31,66.86,70,Red,Tobacco
25.35,50.13,25.76,Red,Maize
28.71,64.1,44.78,Loamy,Maize
31.77,65.53,40.43,Black,Cotton
30.79,63.59,37.55,Clayey,Millets
26.02,48.46,37.47,Loamy,Ground Nuts
29.34,72.39,39.94,Red,Cotton
36.2,58.84,44.43,Clayey,Millets
35.97,56.08,39.97,Black,Sugarcane
21.93,47.19,41.85,Loamy,Oil seeds
36.44,69.49,70,Loamy,Ground Nuts
28.5,65.5,63.01,Loamy,Oil seeds
28.75,45.15,32.3,Clayey,Sugarcane
31.11,63.86,68.38,Loamy,Paddy
26.43,45.04,30.14,Black,Sugarcane
29,73.39,38.46,Clayey,Wheat
37.55,62.6,24.11,Sandy,Paddy
26.18,47.19,39.82,Loamy,Barley
33.14,68.2,49.7,Clayey,Paddy
27.37,46.45,46.45,Clayey,Cotton
30.82,56.86,48.67,Black,Pulses
31.92,67.01,48.12,Red,Ground Nuts
33.98,51.19,32.23,Red,Sugarcane
30.01,57.83,61.88,Red,Tobacco
28.65,49.45,27.65,Loamy,Ground Nuts
23.43,46.91,62.82,Red,Pulses
35.77,60.14,36.61,Black,Maize
38.55,58.08,53.88,Loamy,Paddy
26.71,42.66,48.03,Black,Millets
31.59,69.57,52.01,Black,Tobacco
29.49,67.11,63.28,Black,Oil seeds
32.29,56.56,63.14,Loamy,Barley
25.89,52.78,32.13,Loamy,Oil seeds
22.39,59.45,42.31,Red,Pulses
24.48,64.32,40.94,Clayey,Ground Nuts
30.09,52.45,34.93,Black,Barley
30.67,44.15,46.13,Loamy,Maize
29.46,64.44,26.19,Clayey,Tobacco
34.69,71.9,21.7,Loamy,Cotton
24.97,59.67,27.05,Red,Paddy
24.87,56.1,31.14,Sandy,Cotton
33.86,62.68,37.06,Loamy,Paddy
33.35,53.25,64.49,Sandy,Millets
27.73,53.14,25.75,Clayey,Sugarcane
37.09,56.19,40.03,Loamy,Paddy
26.19,61.82,26.83,Sandy,Ground Nuts
24.93,67.58,47.18,Red,Millets
33.39,71.79,31.6,Black,Wheat
32.93,56.53,28.8,Clayey,Maize
28.87,42.05,50.69,Clayey,Oil seeds
36.94,53.17,24.98,Sandy,Paddy
26.55,70.7,64.77,Loamy,Cotton
26.48,49.62,32.7,Sandy,Oil seeds
35.14,69.23,39.79,Sandy,Ground Nuts
30.29,55.55,44.77,Red,Wheat
21.54,43.75,56.74,Clayey,Wheat
26.69,61.8,55.35,Sandy,Paddy
37.94,60.1,56.48,Loamy,Maize
20.53,53.88,68.8,Red,Tobacco
30.62,46.34,61.19,Black,Barley
24.14,45.84,44.84,Black,Sugarcane
21.95,59.83,69.07,Sandy,Wheat
34.26,69.87,24.2,Red,Tobacco
24.98,67.9,70,Loamy,Wheat
23,55.77,37.58,Clayey,Sugarcane
30.49,59.19,51.04,Red,Cotton
31.65,69.41,33.59,Sandy,Millets
30.68,61.61,38.4,Loamy,Paddy
22.27,53.67,28.01,Black,Pulses
30.65,59.18,52.5,Clayey,Paddy
27.86,59.92,36.56,Loamy,Oil seeds
31.58,55.46,70,Red,Wheat
26.73,56.88,29.16,Red,Maize
27.32,69.77,41,Loamy,Barley
31.49,69.94,50.94,Black,Paddy
39.76,50.39,44.02,Red,Wheat
28.09,68.54,27.88,Red,Maize
33.22,67.49,46.8,Clayey,Pulses
33.09,77.6,43.37,Clayey,Maize
27.89,49.02,36.06,Black,Millets
31.17,69.37,43.42,Sandy,Sugarcane
31.53,56.66,34.79,Clayey,Ground Nuts
36.4,62.17,27.49,Loamy,Ground Nuts
35.25,53.22,40.74,Sandy,Pulses
29.6,51.91,43.03,Sandy,Sugarcane
31.32,65.36,47.86,Black,Sugarcane
32.98,67.67,45.92,Loamy,Barley
28.48,49.43,44.67,Sandy,Barley
38.56,74.3,55.08,Black,Oil seeds
28.02,48.84,51.42,Sandy,Wheat
37.73,70.55,52.64,Black,Paddy
27.7,62.14,37.45,Sandy,Wheat
28.26,59.17,33.07,Red,Pulses
23.32,60.72,41.52,Loamy,Sugarcane
23.39,59.59,32.49,Red,Millets
31.91,64.57,48.22,Sandy,Sugarcane
29.26,60.97,49.42,Red,Cotton
26.27,51.6,34.24,Sandy,Wheat
32.53,56.56,54.29,Clayey,Pulses
25.72,53.66,21.91,Red,Barley
28.01,42.25,31.47,Black,Maize
34.74,68.72,29.09,Loamy,Tobacco
22.55,43.39,55.77,Sandy,Millets
34.51,66.37,51.86,Black,Paddy
38.69,71.21,50.84,Loamy,Wheat
30.33,52.42,35.68,Sandy,Wheat
28.97,59.55,36.01,Sandy,Wheat
35.45,70.4,26.6,Loamy,Maize
31.27,70.01,49.6,Red,Sugarcane
23.79,63.74,20,Red,Wheat
31.04,45.07,31.17,Clayey,Millets
28.78,47.92,40.88,Clayey,Pulses
35.87,54.52,43.39,Loamy,Pulses
29.98,45.13,41.6,Loamy,Tobacco
31.61,65.58,41.29,Loamy,Oil seeds
