Temparature,Humidity,Moisture,Soil Type,Crop Type
40,65.13,40.28,Loamy,Barley
27.91,62.4,41.2,Red,Pulses
23.03,49.38,40.47,Black,Wheat
25.88,54.24,40.43,Clayey,Tobacco
31.64,51.55,63.79,Loamy,Tobacco
27.32,59.41,44.2,Loamy,Tobacco
33.87,61.94,45.99,Loamy,Cotton
30.04,44.44,43.27,Clayey,Sugarcane
37.53,59.1,32.18,Red,Ground Nuts
33.8,60.2,43.21,Sandy,Tobacco
21.7,60.92,26.89,Sandy,Ground Nuts
31.15,63.09,30.51,Clayey,Ground Nuts
27.1,42.29,35.96,Black,Paddy
33.97,66.11,59.93,Clayey,Wheat
32.8,46.19,20,Red,Maize
32.16,70.3,57.02,Black,Tobacco
24.65,46.46,27.78,Sandy,Paddy
29.46,43.41,40.69,Black,Wheat
28.74,50.71,37.75,Loamy,Tobacco
40,74.62,44.27,Red,Sugarcane
28.67,61.38,48.54,Black,Maize
22.28,43.79,63.73,Clayey,Maize
32.21,72.67,58.11,Clayey,Oil seeds
27.73,61.49,20,Clayey,Maize
25.85,55.63,47.46,Clayey,Oil seeds
27.63,56.77,28.61,Clayey,Cotton
30.45,71.76,45.74,Red,Oil seeds
20.48,55.53,65.44,Loamy,Ground Nuts
34.12,58.21,42.94,Sandy,Pulses
25.45,45.61,41.12,Clayey,Maize
21.54,58.62,46.04,Red,Paddy
27.08,64.97,38.34,Red,Ground Nuts
27.06,51.6,51.94,Clayey,Millets
31.67,48.24,38.06,Black,Paddy
39.89,63.45,47.15,Sandy,Barley
22.85,56.83,57.72,Red,Cotton
33.18,56.59,53.96,Black,Pulses
32.8,44.88,49.08,Red,Pulses
25.71,51.75,70,Black,Wheat
37.03,70.38,61.08,Black,Cotton
37.68,67.03,20,Red,Tobacco
24.32,56.65,22.81,Red,Sugarcane
25.38,60.83,22.64,Clayey,Tobacco
34.73,68.13,39.85,Sandy,Barley
35.89,52.9,44.55,Red,Barley
34.17,68.22,31.05,Loamy,Tobacco
26.14,57.83,37.34,Sandy,Maize
34.08,62.7,32.05,Black,Maize
24.46,65.27,48.51,Red,Millets
31.49,47.25,30.78,Loamy,Cotton
25.74,52.83,35.38,Red,Maize
40,63.46,40.95,Red,Maize
36.68,65.54,46.65,Red,Tobacco
30.4,44.22,31.39,Loamy,Maize
26.5,57.72,35.19,Red,Pulses
29.16,51.64,30.31,Clayey,Maize
35.74,79.96,27.81,Clayey,Millets
32.83,69.35,43.35,Red,Pulses
32.97,44.31,46.49,Red,Maize
33.07,62.75,57.16,Clayey,Pulses
26.12,46.35,49.55,Loamy,Oil seeds
30.64,61.94,52.25,Red,Pulses
25.99,60.98,37.81,Loamy,Paddy
30.96,71.01,55.69,Red,Oil seeds
22.33,48.89,28.54,Black,Tobacco
25.13,69.36,50.28,Clayey,Barley
37.01,72.38,44.71,Sandy,Oil seeds
37.11,61.41,60.83,Sandy,Maize
30.01,67.64,26.5,Red,Wheat
21.44,57.52,58.64,Black,Cotton
30.58,53.33,39.94,Red,Cotton
33.31,63.71,32.94,Loamy,Paddy
32.27,66.81,57.12,Red,Oil seeds
38.18,72.68,52.23,Clayey,Barley
28.07,57.06,54.6,Black,Oil seeds
28.94,58.91,26.54,Clayey,Maize
28.86,52.28,28.12,Red,Wheat
30.07,62.6,54.75,Clayey,Ground Nuts
38.21,60.25,49.83,Black,Barley
40,80,53.26,Sandy,Sugarcane
34.24,66.72,42.15,Clayey,Millets
24.27,51,30.89,Red,Sugarcane
29.16,58.29,45.56,Red,Tobacco
36,70.93,50.56,Sandy,Oil seeds
26.84,45.54,50.57,Loamy,Barley
33.62,58.44,32.87,Clayey,Cotton
40,72.84,61.46,Loamy,Cotton
38.79,66.25,48.58,Black,Cotton
39.46,66.35,42.08,Sandy,Sugarcane
36.94,59.89,32.39,Black,Sugarcane
25.12,58.53,38.28,Sandy,Maize
29.65,73.8,41.76,Black,Sugarcane
28.43,60.42,24.64,Red,Tobacco
25.87,58.43,64.21,Loamy,Barley
23.42,55.62,26.64,Sandy,Pulses
30.41,57.63,37.84,Red,Paddy
30.87,53.52,41.73,Black,Oil seeds
39.05,67.42,25.24,Black,Millets
27.98,63.97,45.35,Loamy,Barley
29.25,42.98,64.69,Black,Barley
29.23,44.55,33.21,Clayey,Barley
29.67,64.88,33.45,Sandy,Millets
33.14,49.95,36.02,Clayey,Barley
25.08,59.42,37.34,Sandy,Sugarcane
33.11,79.52,30.26,Black,Ground Nuts
22.22,54.98,60.43,Loamy,Paddy
27.93,47.92,50.02,Black,Ground Nuts
32.24,72.15,27.8,Red,Tobacco
38.46,72.39,28.01,Black,Ground Nuts
27.68,68.09,32.86,Red,Barley
34.36,69.3,43.14,Loamy,Sugarcane
36.56,56.18,45.38,Loamy,Wheat
30.88,44.61,40.83,Clayey,Barley
30.02,44.98,45.58,Loamy,Barley
39.16,66.36,55.82,Clayey,Maize
32.33,57.56,43.39,Red,Maize
27.38,66.23,51.93,Loamy,Paddy
20.05,52.7,59.86,Black,Oil seeds
24.55,42.48,48.77,Sandy,Tobacco
26.95,60.35,33.66,Sandy,Pulses
30.28,66.13,41.03,Red,Oil seeds
27.97,47.42,60.83,Clayey,Maize
27.95,52.18,27.86,Red,Paddy
33.97,59.11,56.95,Black,Paddy
28.44,69.02,25.51,Loamy,Paddy
27.49,53.12,50.69,Clayey,Tobacco
31.42,52.17,52.65,Sandy,Ground Nuts
38.35,71,65.66,Clayey,Maize
38.14,63.81,36.37,Loamy,Tobacco
24.54,57.8,26.75,Black,Ground Nuts
33.14,50.91,52.07,Red,Maize
30.52,62.93,53.95,Clayey,Oil seeds
30.61,69.73,64.16,Loamy,Paddy
31.52,62.74,54.75,Sandy,Maize
26.58,56.37,50.42,Clayey,Millets
36.99,56.66,46.46,Clayey,Oil seeds
22.61,52.77,41.72,Black,Paddy
36.86,57.94,35.72,Loamy,Cotton
23.83,51.13,40.03,Clayey,Oil seeds
25.43,62.17,53.4,Red,Tobacco
38.58,64.3,54.91,Sandy,Paddy
25.67,44.93,45.94,Sandy,Millets
40,68.24,47.7,Black,Millets
29.44,68.03,20.57,Clayey,Barley
38.82,63.69,51.13,Sandy,Wheat
28.68,58.87,64.36,Red,Barley
36.07,68.41,54.45,Clayey,Maize
25.12,59.52,64.6,Clayey,Oil seeds
23.48,47.79,30.27,Clayey,Pulses
27.05,69.98,52.83,Loamy,Cotton
30.76,67.49,42.88,Sandy,Ground Nuts
26.44,47.39,51.83,Sandy,Oil seeds
31.34,52.86,27.31,Red,Pulses
29.79,66.3,62.12,Loamy,Paddy
29.14,69.95,21.5,Loamy,Ground Nuts
30.96,59.31,60.38,Sandy,Paddy
25.01,54.68,64.61,Clayey,Oil seeds
31.64,68.37,49.45,Black,Paddy
30.97,55.28,50.63,Sandy,Cotton
33.8,58.8,28.44,Sandy,Ground Nuts
22.15,57.99,69.1,Red,Millets
26.8,54.9,42.04,Sandy,Pulses
28.23,66.99,61.65,Red,Maize
25.96,52.8,57.24,Red,Wheat
30.27,58.16,31.73,Red,Maize
32.92,63.87,70,Sandy,Wheat
37.04,63.94,35.24,Sandy,Barley
29.99,45.6,70,Clayey,Barley
26.87,55.79,38.33,Clayey,Maize
22.21,46.25,51.97,Loamy,Barley
26.15,60.28,36.97,Sandy,Barley
31.44,57.35,51.14,Clayey,Tobacco
34.23,53.35,37.66,Clayey,Paddy
35.68,57.04,20.58,Sandy,Paddy
25.31,65.02,24.18,Clayey,Barley
26.8,52.7,41.8,Loamy,Ground Nuts
34.58,76.12,42.72,Clayey,Paddy
31.61,56.45,63.08,Sandy,Sugarcane
40,58.59,31.87,Sandy,Sugarcane
25.71,62.35,59.19,Sandy,Paddy
33.66,63.43,49.93,Black,Paddy
35.45,74.57,35.05,Black,Wheat
37.13,72.24,29.37,Clayey,Ground Nuts
30.16,43.34,25.27,Clayey,Pulses
33.64,65.14,52.79,Sandy,Tobacco
27.64,53.33,51.15,Red,Cotton
35.7,73.21,36.23,Red,Sugarcane
25.56,46.39,20,Black,Paddy
33.6,55.53,49.42,Black,Barley
38.22,70.16,57.22,Clayey,Maize
30.18,51.81,29.94,Loamy,Barley
25.29,59.98,64,Red,Paddy
28.19,58.08,28.22,Red,Millets
36.38,70.01,60.43,Loamy,Maize
29.04,51.75,59.95,Sandy,Oil seeds
24.23,60.43,28.52,Loamy,Tobacco
29.4,63.14,41.1,Red,Sugarcane
38.43,75.91,25.65,Loamy,Tobacco
28.98,50.38,56.54,Loamy,Barley
27.21,57.02,67.38,Red,Maize
29.16,52.87,32.38,Loamy,Cotton
26.2,58.33,54.24,Sandy,Sugarcane
21.05,42.39,70,Black,Barley
31.39,65.28,47.83,Black,Tobacco
30.04,44.38,31.72,Sandy,Wheat
26.62,52.74,33.14,Red,Maize
29.37,46.93,59.62,Sandy,Cotton
24.04,48.68,40.49,Sandy,Tobacco
28.58,67.94,28.77,Black,Ground Nuts
29.46,52.94,48.45,Clayey,Paddy
23.62,47.19,34.46,Loamy,Pulses
27.88,43.64,55.1,Red,Barley
32.45,66.79,49.1,Red,Cotton
29.09,57.69,56.66,Red,Ground Nuts
28.78,57.35,64.43,Sandy,Oil seeds
25.5,45,31.33,Clayey,Millets
26.98,68.44,39.49,Loamy,Pulses
24.19,50.1,34.02,Black,Pulses
28.26,55.11,46.68,Clayey,Paddy
32.63,56.39,70,Loamy,Sugarcane
30.92,56.11,55.05,Clayey,Barley
32.75,69.48,55.67,Clayey,Cotton
38.36,75.41,34.95,Red,Wheat
24.05,53.45,32.5,Loamy,Cotton
38.64,57.63,62.51,Sandy,Millets
29.68,62.09,51.54,Clayey,Wheat
28.58,61.21,35.39,Sandy,Wheat
30.2,51.36,29.87,Loamy,Maize
23.88,54.05,34.53,Sandy,Sugarcane
24.53,47.17,38.35,Sandy,Tobacco
40,73.73,30.74,Red,Cotton
30.99,55.81,33.94,Clayey,Ground Nuts
32,44.93,39.49,Clayey,Ground Nuts
30.08,52.42,26.72,Red,Ground Nuts
26.79,49.37,43.82,Red,Pulses
25.77,47.79,44.15,Sandy,Maize
31.83,62.84,55.56,Black,Cotton
26.57,60.41,53.33,Red,Maize
27.96,62.45,52.25,Red,Paddy
27.01,52.69,27.55,Sandy,Cotton
26.62,49.63,47.94,Sandy,Millets
26.5,59.39,29.76,Black,Cotton
29.85,48,20,Red,Barley
31.28,71,67.55,Red,Oil seeds
31.03,56.07,46.54,Sandy,Ground Nuts
28.53,50.22,28.54,Sandy,Sugarcane
31.99,68.1,31.15,Loamy,Ground Nuts
27.62,54.8,31.39,Red,Paddy
25.22,48.85,64.83,Clayey,Sugarcane
27.44,49.87,29.06,Black,Pulses
37.45,74.47,28.23,Red,Cotton
34.81,64.86,33.36,Black,Oil seeds
26.17,55.85,65.64,Loamy,Maize
33.55,63.26,49.37,Black,Sugarcane
30.57,51.96,42.72,Sandy,Wheat
37.14,69.78,61.72,Sandy,Ground Nuts
32.97,79.08,28.62,Loamy,Millets
34.1,66.26,41.39,Sandy,Tobacco
23.94,60.79,50.62,Red,Sugarcane
26.45,51.02,41.39,Loamy,Barley
27.91,56.12,55.18,Sandy,Barley
24.34,62.48,28.71,Loamy,Paddy
35.04,52.38,29.33,Red,Paddy
29.04,45.29,36.71,Clayey,Cotton
26.81,64.56,70,Clayey,Pulses
32.4,61.69,38.95,Black,Paddy
20.3,51.89,24.85,Black,Millets
37.37,58.9,54.37,Clayey,Sugarcane
32.64,56.48,33.02,Sandy,Paddy
35.42,55.91,25.75,Clayey,Paddy
35.12,60.79,26.45,Sandy,Paddy
31.46,59.07,67.98,Clayey,Paddy
35.93,61.57,37.5,Loamy,Ground Nuts
20.63,44.57,64.79,Clayey,Tobacco
29.83,63.99,61.91,Clayey,Paddy
26.37,58.84,50.54,Clayey,Barley
25.42,58.73,53.39,Red,Oil seeds
33.06,62.55,67.51,Black,Paddy
24.37,42.57,25.32,Red,Millets
37.26,67.14,45.88,Sandy,Oil seeds
22.49,47.55,30.52,Black,Wheat
31.89,62.35,27.3,Black,Cotton
29.67,64.14,54.58,Black,Millets
37.95,60.75,56.21,Loamy,Sugarcane
35.78,62.29,42.45,Loamy,Ground Nuts
30.73,70.83,42.3,Clayey,Wheat
31.43,49.67,32.78,Clayey,Millets
23.5,46.98,44.43,Sandy,Sugarcane
28.49,56.61,36.96,Red,Barley
31.64,69.93,26.31,Loamy,Oil seeds
29.38,53.5,37.11,Clayey,Barley
30.63,48.47,42.44,Red,Millets
22.8,50.13,24.57,Sandy,Maize
32.25,63.55,56.37,Loamy,Oil seeds
28.23,46.91,30.9,Sandy,Ground Nuts
31.75,46.07,32.2,Red,Pulses
28.62,60.33,42.04,Sandy,Wheat
32.22,48.92,28.62,Black,Sugarcane
24.96,57.15,41.93,Loamy,Millets
24.72,49.17,70,Loamy,Barley
30.52,69.57,57.08,Red,Barley
35.87,63.1,51.54,Clayey,Tobacco
30.23,51.35,46.67,Black,Maize
34.48,80,52.95,Red,Tobacco
27.91,58.92,33.61,Red,Cotton
28.2,46.89,48.92,Black,Sugarcane
27.32,55.2,41.01,Black,Barley
23.91,44.08,34.26,Red,Maize
27.49,50.47,40.81,Clayey,Wheat
33.2,59.06,38.13,Black,Paddy
26.61,64.82,70,Black,Paddy
26.96,57.09,63.16,Black,Cotton
32.7,66.93,54.09,Black,Barley
30.35,64.11,45.1,Sandy,Sugarcane
38.32,58.04,29.6,Black,Barley
38.87,66.29,56.82,Black,Millets
25.68,65.12,32.55,Clayey,Millets
28.68,54.9,52.05,Black,Ground Nuts
22.25,51.9,65.54,Loamy,Tobacco
22.04,60.41,51.67,Sandy,Paddy
21.1,51.51,46,Clayey,Oil seeds
28.23,63.31,41.67,Loamy,Cotton
22.8,50.11,38.86,Loamy,Cotton
29.82,63.7,20.39,Red,Paddy
25.57,54.15,30.23,Red,Barley
38.7,70.68,55.4,Sandy,Paddy
29.85,48.35,49.94,Red,Tobacco
29.5,46.63,46.49,Clayey,Cotton
28.04,63.25,67.45,Black,Maize
29.12,44.13,29.35,Red,Pulses
26.52,58.92,34.29,Clayey,Tobacco
21.31,57.18,24.62,Red,Cotton
28.53,56.5,53.26,Loamy,Tobacco
29.74,67.01,62.02,Loamy,Paddy
31.09,49.95,49.7,Loamy,Sugarcane
30.64,48.22,36.77,Sandy,Ground Nuts
25.61,54.53,30.19,Black,Sugarcane
27.97,47.17,23.87,Clayey,Pulses
33.96,74.09,54.5,Black,Pulses
31.13,63.28,33.21,Clayey,Ground Nuts
30.16,48.47,29.99,Black,Cotton
27.03,54.61,29.22,Sandy,Tobacco
34.33,61.44,37.09,Black,Millets
32.45,57.39,37.81,Loamy,Wheat
20.25,57.16,58.47,Sandy,Maize
29.45,64.13,38.78,Loamy,Cotton
33.61,71.46,47.12,Loamy,Pulses
27.8,66.95,64.26,Clayey,Wheat
26.61,57.49,20,Loamy,Sugarcane
22.94,62.54,60.3,Sandy,Maize
21.09,58.26,53.18,Sandy,Pulses
26.66,64.42,45.56,Sandy,Oil seeds
27.71,49.09,20.19,Loamy,Oil seeds
29.06,51.8,55.09,Sandy,Barley
30.52,56.23,50.8,Red,Pulses
34.08,50.64,63.2,Sandy,Cotton
27.39,44.22,57.71,Clayey,Oil seeds
35.58,59.73,38.2,Red,Pulses
31.55,56.81,69.3,Red,Sugarcane
21.26,40.17,21,Loamy,Wheat
23.21,54.01,47.49,Loamy,Wheat
24.72,56.71,42.09,Clayey,Tobacco
30.01,73.84,51.09,Clayey,Barley
26.1,43.22,23.24,Sandy,Millets
30.85,57.89,52.46,Loamy,Sugarcane
31,66.62,40.41,Black,Maize
32.4,63.31,54.7,Red,Barley
29.03,60.03,35.31,Loamy,Maize
32.36,59.53,47.64,Red,Barley
30.19,57.73,35,Loamy,Barley
29.96,55.46,24.12,Loamy,Cotton
36.83,69.28,25.17,Red,Wheat
26.95,60.64,35.66,Red,Barley
31.23,44.6,25.08,Red,Maize
33.78,51.39,47.6,Black,Cotton
30.05,43.14,35.86,Loamy,Ground Nuts
32.02,65.43,53.07,Loamy,Sugarcane
32.6,70.04,38.74,Black,Oil seeds
30.26,62.42,39.3,Clayey,Ground Nuts
32.38,64.54,42.94,Sandy,Oil seeds
26.34,51.73,64.26,Red,Maize
35.41,64.82,37.5,Red,Tobacco
36.97,62.88,35.83,Clayey,Maize
37.09,64.38,48.85,Black,Maize
27.52,63.71,48.66,Sandy,Sugarcane
24.48,64.2,53.94,Red,Pulses
25.66,59.28,49.09,Black,Barley
21.42,48.7,23.99,Sandy,Wheat
27.59,55.45,46.99,Sandy,Wheat
25.31,54.96,42.95,Loamy,Paddy
27.77,46.81,52.26,Loamy,Sugarcane
27.99,49.45,28.34,Loamy,Oil seeds
25.31,52.69,46.3,Red,Tobacco
20.9,47.22,38.74,Loamy,Paddy
38.93,73.79,39.95,Red,Maize
32.5,52.21,45.37,Sandy,Millets
27.51,56.22,31.72,Clayey,Tobacco
30.2,52.48,47.01,Black,Millets
30.46,57.4,50.66,Red,Cotton
29.85,70.42,53.9,Loamy,Millets
32.1,63.87,62.18,Loamy,Paddy
29.02,56.08,69.64,Sandy,Tobacco
37.77,68.79,52.51,Black,Pulses
28.96,44.12,38.64,Sandy,Barley
30.78,67.39,59.69,Black,Pulses
32.45,58.34,40.46,Red,Pulses
29.13,44.19,38.55,Sandy,Millets
22.56,53.06,45.6,Loamy,Tobacco
24.66,54,32.86,Clayey,Sugarcane
32.23,60.35,52.66,Black,Pulses
33.28,59.63,23.84,Clayey,Millets
30.38,53.03,38.43,Red,Oil seeds
33.24,67.38,66.34,Clayey,Oil seeds
24.63,45.95,37.32,Clayey,Sugarcane
30.39,55.03,47.02,Red,Millets
21.24,47.35,32.53,Clayey,Ground Nuts
20.85,58.5,65.7,Black,Barley
30.07,53.75,28.21,Sandy,Pulses
25.05,54.36,40.75,Black,Sugarcane
28.08,63.94,40.47,Red,Pulses
26.74,46.67,64.2,Sandy,Sugarcane
35.21,54.52,33.97,Sandy,Maize
32.32,54.98,49.88,Sandy,Sugarcane
30.34,56.6,37.66,Sandy,Oil seeds
28.58,65.43,55.68,Black,Sugarcane
32.16,62.99,55.68,Red,Barley
31.59,52.6,26.27,Red,Barley
30.47,71.93,28.93,Clayey,Wheat
33.94,69.58,46.01,Red,Barley
40,61,41.55,Red,Maize
30.63,52.83,40.16,Clayey,Pulses
32.25,54.93,32.87,Red,Cotton
31.06,58.28,27.05,Red,Pulses
30.28,50.57,45.48,Clayey,Tobacco
34.28,70.67,55.22,Sandy,Tobacco
23.05,52.71,38.47,Loamy,Cotton
31.1,68.24,34.24,Red,Millets
37.04,63.65,37.66,Clayey,Maize
38.43,57.96,69.57,Clayey,Cotton
32.22,54.27,38.62,Black,Ground Nuts
40,74.57,47.73,Sandy,Wheat
33.61,58.4,53.84,Black,Pulses
26.21,55.82,40.52,Black,Millets
33.44,74.2,47.96,Sandy,Ground Nuts
34.14,73.42,43.02,Sandy,Barley
39.52,67.73,51.76,Sandy,Sugarcane
40,77.82,37.44,Red,Wheat
27.95,53.87,46.04,Clayey,Maize
39.18,73.57,58.33,Red,Maize
33.75,69.57,30,Loamy,Sugarcane
27.3,49.58,30.5,Clayey,Maize
32.94,51.34,51.7,Clayey,Maize
32.4,61.14,47.06,Black,Wheat
32.91,58.24,59.48,Sandy,Barley
30.55,64.61,50.52,Sandy,Pulses
31.55,43.6,51.07,Red,Cotton
33.23,66.86,28.43,Sandy,Tobacco
26.63,59.52,31.78,Red,Oil seeds
29.89,58.63,68.75,Sandy,Millets
33.19,68.69,31.4,Black,Pulses
29.76,65.67,57.62,Red,Pulses
35.42,62.94,37.99,Sandy,Tobacco
35.64,61.77,28.86,Red,Millets
29.43,66.72,40.93,Black,Wheat
28.46,63.35,51.28,Sandy,Maize
23.12,47.76,27.04,Black,Ground Nuts
26.9,71.54,43.14,Red,Tobacco
28.92,72.65,58.39,Sandy,Tobacco
30.08,54.89,41.18,Black,Millets
27.52,65.37,24.05,Loamy,Paddy
23.17,50.04,33.92,Clayey,Wheat
23.79,58.36,23.74,Red,Barley
39.81,59.87,36.5,Loamy,Oil seeds
32.65,57.34,24.75,Red,Millets
28.79,52.18,55.68,Sandy,Millets
24.47,49.03,26.52,Clayey,Cotton
33.78,59.21,54.84,Black,Wheat
26.11,42.23,33.59,Black,Millets
27.98,66.44,24.95,Red,Ground Nuts
29.68,59.22,36.21,Red,Barley
40,65.25,38.68,Black,Pulses
29.82,66.48,26.27,Clayey,Sugarcane
32.46,44.86,30.71,Loamy,Sugarcane
36.43,68.37,45.11,Sandy,Tobacco
28.53,50.93,32.94,Red,Cotton
26.17,68.6,21.39,Loamy,Oil seeds
22.65,53.88,25.63,Black,Oil seeds
25.65,61.88,34.2,Black,Wheat
35.88,60.02,54.82,Clayey,Paddy
28.12,57.98,53.96,Black,Wheat
28.17,63.82,46.27,Red,Wheat
25.59,61.86,35.24,Sandy,Cotton
28.26,52.27,34.48,Red,Sugarcane
28.77,60.04,35.99,Red,Maize
22.67,44.94,57.31,Loamy,Sugarcane
27.56,44.94,44.87,Sandy,Cotton
33.77,55.55,39.11,Red,Paddy
35.02,69.63,29.61,Red,Paddy
29.26,45.19,22.33,Red,Oil seeds
31.71,69.4,32.98,Loamy,Cotton
30.16,60.67,37.22,Loamy,Barley
28.65,60.71,44.52,Sandy,Pulses
35.76,59,37.95,Black,Cotton
31.26,61.46,56.74,Black,Millets
28.83,56.35,43.69,Clayey,Barley
26.81,68.51,57.27,Sandy,Millets
32.28,64.92,25.67,Black,Ground Nuts
40,63.6,26.39,Black,Pulses
22.96,56.23,30.77,Clayey,Cotton
29.48,41.38,29.63,Red,Ground Nuts
29.52,62.66,29.65,Loamy,Wheat
32.92,58.25,66.52,Clayey,Maize
37.61,60.04,49.05,Red,Maize
31.96,60.24,45.23,Clayey,Paddy
23.7,42.61,38.64,Black,Pulses
34.45,67.14,34.11,Sandy,Paddy
27.28,53.74,47.89,Sandy,Cotton
38.56,64.33,25.81,Clayey,Wheat
38.58,73.91,42.11,Clayey,Wheat
27.56,59.15,37.01,Sandy,Pulses
27.37,64.83,49.57,Sandy,Millets
30.47,57.1,59.57,Sandy,Wheat
26.9,53.02,26.55,Sandy,Paddy
29.88,58.26,34.56,Red,Maize
27.71,44.46,32.7,Black,Wheat
23.54,58.86,47.16,Sandy,Sugarcane
24.47,59.99,64.4,Sandy,Wheat
38.93,50.59,50.36,Red,Sugarcane
25.11,48.56,39.33,Clayey,Sugarcane
31.42,61.64,53.25,Red,Maize
24.66,55.05,22.56,Loamy,Pulses
31.54,53.53,57.76,Black,Tobacco
29.19,57.91,29.68,Black,Maize
28.72,60.25,48.31,Black,Wheat
26.53,50.82,58.73,Black,Maize
34.81,72.24,37.11,Red,Maize
33.3,71.48,57.21,Black,Wheat
27.97,58.72,44.33,Loamy,Ground Nuts
29.4,53.94,34.97,Black,Oil seeds
32.02,65.33,38.04,Clayey,Sugarcane
32.62,69.47,40.77,Sandy,Ground Nuts
31.58,64.65,54.87,Loamy,Sugarcane
33.71,68.66,44.72,Red,Cotton
36.71,62.34,27.09,Red,Tobacco
28.42,50.81,31.81,Sandy,Millets
29.25,74.15,45.73,Loamy,Barley
27.35,67.26,42.1,Sandy,Oil seeds
23.17,50.72,53.22,Red,Maize
24.09,57.64,70,Sandy,Millets
29.97,50.7,36.33,Clayey,Wheat
36.49,70.7,60.17,Sandy,Oil seeds
29.51,65.1,65.25,Red,Oil seeds
29.27,66.78,50.96,Loamy,Maize
29.88,57.24,45.44,Clayey,Millets
28.64,46.68,31.48,Sandy,Tobacco
27.42,44.23,32.95,Red,Barley
36.89,66.29,60.84,Red,Ground Nuts
34.42,59.76,42.39,Loamy,Maize
29.88,70.26,34.36,Clayey,Pulses
34.97,68.96,25.98,Black,Paddy
