Temparature,Humidity,Moisture,Soil Type,Crop Type
20.85,59.67,27.39,Black,Ground Nuts
34.47,55.91,64.25,Loamy,Paddy
22.37,49,70,Red,Paddy
22.29,47.57,66.46,Sandy,Oil seeds
25.06,59.78,44.6,Clayey,Millets
30.44,62.39,67.03,Black,Pulses
24.39,43.91,36.11,Red,Cotton
36.89,69.58,42.28,Sandy,Cotton
30.22,50.85,59.57,Clayey,Wheat
36.69,78.73,43.49,Red,Oil seeds
29.5,42.7,52.43,Loamy,Tobacco
36.74,61.86,29.3,Clayey,Wheat
29.86,61.53,51.88,Loamy,Millets
26.18,44.54,66.14,Loamy,Wheat
24.23,54.33,34.93,Sandy,Tobacco
25.05,64.63,47.88,Loamy,Pulses
29,57.95,20.71,Red,Oil seeds
39.5,59.87,52.35,Black,Oil seeds
27.46,66.87,26.04,Loamy,Maize
31.41,56.68,46.38,Loamy,Paddy
26.18,54.54,46.83,Sandy,Tobacco
31.52,51.09,41.27,Loamy,Oil seeds
35.22,76.59,24.21,Loamy,Oil seeds
37.69,54.05,40.24,Loamy,Pulses
27.77,54.61,46.77,Loamy,Wheat
32.86,65.21,45.16,Sandy,Sugarcane
28.3,60.42,55.44,Sandy,Paddy
34.98,64.48,51.57,Clayey,Tobacco
39.31,59.72,40.8,Red,Cotton
27.41,48.69,52.62,Black,Wheat
29.89,59.26,51.55,Sandy,Cotton
34.05,71.7,24.22,Clayey,Pulses
23.91,43.52,39.54,Black,Sugarcane
32.24,49.43,40.27,Black,Cotton
36.98,53.44,24.52,Clayey,Pulses
30.83,50.49,61.71,Black,Oil seeds
27.06,51.39,53.38,Clayey,Cotton
38.7,65.81,23.13,Loamy,Wheat
30.9,55.65,30.7,Loamy,Ground Nuts
27.98,46.24,47.68,Loamy,Maize
38.27,60.33,37.69,Sandy,Cotton
28.07,52.91,43.54,Red,Tobacco
38.99,59.31,46.91,Clayey,Ground Nuts
35.18,73.86,61.58,Black,Cotton
29.63,51.13,59.87,Sandy,Tobacco
26.44,66.93,58.88,Clayey,Barley
32.97,76.36,35.98,Red,Pulses
32.59,52.77,67.32,Sandy,Wheat
40,61.28,57.03,Clayey,Paddy
35.08,60.37,45.69,Loamy,Barley
33.46,60.65,34.68,Red,Cotton
32.95,66.06,24.22,Red,Millets
27.46,63.08,52.97,Black,Cotton
40,56.21,37.48,Sandy,Ground Nuts
30.85,53.02,26.39,Sandy,Wheat
24.58,43.05,67.17,Clayey,Millets
32.99,64.5,30.16,Red,Paddy
24.83,48.37,49.51,Sandy,Pulses
30.82,56.4,56.14,Red,Paddy
33.65,64.1,41.88,Loamy,Maize
27.99,52.83,35.74,Loamy,Ground Nuts
22.87,44.91,24.78,Loamy,Barley
29.95,68.13,38.6,Red,Sugarcane
39.25,76.98,28.94,Clayey,Ground Nuts
29.82,66.85,23.96,Loamy,Tobacco
26.66,63.18,32.47,Sandy,Tobacco
30.12,47.45,64.3,Loamy,Tobacco
28.82,53.22,38.74,Clayey,Ground Nuts
23.42,54.77,33.63,Black,Paddy
28.45,62.42,52.98,Black,Ground Nuts
24.76,58.45,38.36,Sandy,Wheat
31.65,56.41,30.22,Red,Paddy
23.2,46.23,65.9,Red,Wheat
33.52,60.5,52.77,Red,Oil seeds
31.19,51.5,20,Loamy,Cotton
27.52,51.39,46.96,Black,Wheat
30.46,57.09,32.66,Sandy,Tobacco
34.36,64.55,38.08,Sandy,Pulses
32.14,57.35,49.7,Loamy,Tobacco
36.81,60.97,46.15,Black,Pulses
30.15,59.21,25.04,Loamy,Pulses
29.77,63.09,47.01,Red,Sugarcane
30.24,51.96,38.03,Black,Pulses
24.97,47.28,41.8,Black,Pulses
26.34,61.87,22.93,Red,Maize
37.17,73.45,62.33,Black,Millets
29.78,65.45,39.96,Loamy,Paddy
30.05,61.94,57.63,Red,Tobacco
23.59,54.55,43.39,Sandy,Ground Nuts
22.2,55.19,60.43,Black,Wheat
29.33,58.97,42.02,Loamy,Cotton
28.33,61.2,58.57,Red,Wheat
34.24,61.19,31.95,Sandy,Maize
29.04,73.52,60.4,Clayey,Oil seeds
32.64,52.05,29.73,Sandy,Pulses
38.51,72.73,54.65,Sandy,Paddy
26.36,58.22,35.11,Loamy,Tobacco
26.86,60.39,30.72,Clayey,Maize
28.96,54.55,40.7,Black,Tobacco
31.35,64.03,52.01,Black,Cotton
20.03,52.64,70,Sandy,Sugarcane
37.86,61.26,47.91,Loamy,Barley
34.3,73.98,23.5,Sandy,Pulses
28.75,65.85,40.56,Sandy,Ground Nuts
34.35,68.28,37.3,Loamy,Wheat
29.5,58.68,59.82,Sandy,Oil seeds
23.09,47.76,36.04,Red,Barley
31.45,59.17,41.86,Sandy,Maize
29.76,68.21,44.33,Sandy,Wheat
23.9,52.22,35.06,Black,Cotton
31.65,58.98,60.38,Loamy,Wheat
32.72,68.34,67.2,Red,Barley
39.16,69.41,37.45,Red,Tobacco
30.58,57.79,62.55,Loamy,Sugarcane
24.24,61.14,60.21,Red,Wheat
36.13,58.84,40.14,Clayey,Paddy
33.8,67.31,32.57,Clayey,Paddy
22.83,48.52,61.42,Black,Tobacco
27.46,63.46,32.44,Sandy,Oil seeds
23.99,49.61,27.08,Red,Millets
32.35,69.35,54.59,Red,Oil seeds
32.05,53.97,35.02,Loamy,Millets
23.89,51.43,32.44,Clayey,Ground Nuts
25.23,47.76,41.74,Black,Pulses
25.04,45.85,51.39,Loamy,Tobacco
22.58,47.54,39.32,Red,Ground Nuts
30.78,72.03,70,Sandy,Maize
28.14,44.5,35.74,Red,Paddy
36.75,61.32,50.32,Clayey,Ground Nuts
34.03,59.52,31.77,Red,Sugarcane
29.35,59.63,48.74,Clayey,Tobacco
36.54,74.27,38.52,Red,Ground Nuts
29.01,55.34,29.06,Clayey,Millets
34.65,60.23,61.23,Red,Ground Nuts
34.12,72.45,52.22,Black,Ground Nuts
23.2,51.15,44.35,Clayey,Cotton
30.61,56.22,43.7,Red,Maize
34.29,62.12,28.36,Loamy,Wheat
27.72,52.05,49.01,Clayey,Maize
27.44,55.79,34.2,Sandy,Ground Nuts
30.48,54.04,50.81,Sandy,Tobacco
30.94,58.19,66.53,Red,Sugarcane
36.87,73.12,54.53,Sandy,Barley
35.05,70.45,42.95,Sandy,Millets
35.26,55.7,38.7,Red,Millets
30.84,54.44,38.5,Red,Wheat
25.41,56.57,63.78,Sandy,Paddy
31.29,48.4,35.57,Sandy,Barley
33.77,70.96,30.96,Red,Maize
22.79,44.82,36.75,Clayey,Sugarcane
35.39,55.43,61.72,Red,Oil seeds
32.69,67.2,30.23,Clayey,Barley
29.04,52.28,61.27,Sandy,Maize
30.97,52.6,49.95,Black,Wheat
26.51,54.41,25.69,Loamy,Tobacco
24.14,65.95,36.58,Red,Millets
29.44,59.33,21.43,Red,Cotton
28.89,50.23,31.86,Red,Wheat
36.76,71.34,50.85,Sandy,Wheat
32.93,69.74,37.19,Sandy,Maize
25.77,51.57,49.07,Clayey,Wheat
38.24,69.68,42.29,Sandy,Ground Nuts
31.38,57.81,50.23,Clayey,Barley
25.77,49.55,51.79,Loamy,Wheat
33.65,61.98,34.79,Red,Sugarcane
34.32,60.9,35.02,Loamy,Barley
33.91,65.24,30.22,Clayey,Cotton
25.14,56.51,36.84,Clayey,Millets
24.5,55.97,58.19,Loamy,Sugarcane
31.41,52.35,70,Red,Paddy
27.48,58.97,62.73,Clayey,Pulses
25.28,57.75,55.42,Red,Tobacco
24.39,60.54,37.95,Clayey,Pulses
34.62,67.2,34.63,Red,Wheat
30.58,58.47,28.12,Sandy,Ground Nuts
30.55,67.12,36.98,Sandy,Paddy
30.53,61.98,28.75,Black,Sugarcane
29.82,68.13,44.94,Black,Pulses
22.28,49.48,37.92,Red,Barley
30.81,42.46,46.84,Black,Millets
29.86,56.95,35.3,Black,Oil seeds
32.76,74.84,69.17,Red,Sugarcane
35.3,68.25,43.64,Red,Maize
36.47,70.93,66.79,Black,Barley
31.73,56.97,32.88,Red,Paddy
25.9,51.18,36.61,Sandy,Barley
30.5,57.68,54.46,Sandy,Barley
27.2,71.23,31.58,Sandy,Cotton
26.68,69.77,60.71,Loamy,Wheat
27.88,53.3,39.79,Clayey,Sugarcane
36.39,77.53,52.2,Red,Sugarcane
33.67,66.03,37.65,Clayey,Barley
29.68,51.55,20.35,Red,Barley
31.25,69.46,61.24,Loamy,Wheat
33.27,51.22,37.76,Sandy,Barley
30.83,56.78,54.65,Red,Oil seeds
31.91,73.88,66.05,Red,Pulses
24.02,45.82,22.13,Loamy,Paddy
26.56,65.45,48.14,Sandy,Maize
36.41,72.14,37.92,Clayey,Tobacco
30.28,45.85,29.12,Black,Tobacco
29.18,66.16,70,Clayey,Sugarcane
29.83,58.93,43.95,Red,Tobacco
37.57,64.34,38.29,Black,Maize
29.17,43.7,41.77,Loamy,Cotton
30.95,54.47,55.47,Red,Maize
33.49,63.22,25.31,Clayey,Maize
23.56,47.6,35.22,Red,Pulses
28.59,64.2,42.62,Clayey,Ground Nuts
27.62,44.14,40.81,Loamy,Paddy
36.74,55.56,22.31,Red,Oil seeds
35,76.24,53.72,Clayey,Ground Nuts
32.31,67.68,43.35,Red,Wheat
25.5,51.34,61.51,Loamy,Cotton
34.09,65.92,61.83,Loamy,Oil seeds
36.05,70.84,30.08,Black,Barley
32.85,53.6,43.22,Loamy,Cotton
32.14,52.59,32.09,Clayey,Millets
31.27,66.2,43.52,Clayey,Cotton
34.61,67.18,64.16,Clayey,Millets
27.7,60.18,26.58,Sandy,Cotton
27.65,50.22,42.85,Red,Barley
29.61,53.81,38.02,Loamy,Wheat
29.03,45,32.9,Black,Ground Nuts
21.4,45.95,67.15,Loamy,Cotton
20.36,57.92,61.02,Clayey,Pulses
37.06,68.81,59.59,Sandy,Tobacco
27.24,70.93,28.75,Clayey,Maize
37.44,67.23,52.54,Loamy,Tobacco
21.47,45.29,43.45,Red,Pulses
31.92,63.7,57.16,Loamy,Ground Nuts
35.48,60.05,46.78,Black,Sugarcane
25.04,63.36,32.13,Red,Paddy
25.47,56.12,37.4,Sandy,Oil seeds
32.89,70.11,70,Red,Ground Nuts
39.22,70.14,42.1,Sandy,Pulses
34.39,54.77,35.05,Clayey,Sugarcane
26.35,68.18,46.83,Sandy,Millets
27.59,49.54,37.53,Clayey,Pulses
24.8,49.86,36.62,Loamy,Pulses
24.66,48.76,43.36,Black,Millets
33.86,52.1,38.67,Clayey,Wheat
34.8,59.89,59.4,Sandy,Barley
37.71,69.38,61.7,Loamy,Barley
38.41,68.47,56.4,Sandy,Maize
22.63,51.01,51.05,Loamy,Maize
35.35,62.94,64.74,Black,Tobacco
27.96,48.06,57.42,Clayey,Oil seeds
33.46,61.04,40.8,Red,Cotton
29.66,40.36,36.17,Loamy,Oil seeds
21.67,49.56,59.18,Sandy,Oil seeds
31.17,52.5,39.69,Clayey,Tobacco
27.94,55.87,36.48,Sandy,Oil seeds
27.06,57.03,60.52,Loamy,Maize
23.58,57.41,25.05,Red,Paddy
24.04,55.63,32.97,Red,Pulses
34.57,73.25,39.07,Loamy,Cotton
23.34,53.4,38.18,Sandy,Paddy
32.49,58.66,46.52,Loamy,Tobacco
28.35,60.55,52.54,Clayey,Barley
26.77,47.3,36.53,Red,Barley
23.9,58.01,40.51,Black,Barley
25.47,58.41,26.01,Clayey,Maize
32.92,67.62,69.72,Black,Pulses
30.36,44.69,42.18,Red,Paddy
29.82,55.72,58.33,Loamy,Barley
28.84,63.97,65.22,Black,Millets
38.35,68.02,65.33,Red,Sugarcane
31.65,48.98,39.39,Red,Wheat
31.54,65.06,37.86,Loamy,Wheat
31.58,72.23,37.14,Loamy,Ground Nuts
21.05,55.2,44.12,Clayey,Ground Nuts
34.34,59.47,35.55,Loamy,Maize
30.3,50.47,46.43,Red,Cotton
25.59,65.45,43.71,Clayey,Sugarcane
31.2,50.23,55.54,Loamy,Pulses
31.66,64.62,44.32,Loamy,Sugarcane
38.18,64.4,34.15,Black,Oil seeds
30.89,62.85,24.23,Red,Barley
34.27,52.4,31.73,Loamy,Cotton
31.36,66.19,53.63,Clayey,Cotton
29.42,54.67,40.55,Sandy,Ground Nuts
33.83,65.32,43.13,Sandy,Tobacco
30.44,56.5,51.85,Sandy,Wheat
25.52,48.23,58.6,Red,Ground Nuts
32.59,59.67,42.91,Red,Paddy
29.65,66.39,49.42,Red,Millets
27.13,62.1,64.44,Clayey,Millets
31.41,62.69,41.19,Sandy,Millets
24.14,60.35,47.55,Sandy,Oil seeds
30.95,52.62,32.97,Sandy,Tobacco
37.46,68.41,36.8,Loamy,Millets
24.96,46.72,36.73,Red,Sugarcane
33.51,59.04,44.65,Sandy,Barley
35.86,71.33,44.81,Sandy,Millets
24.48,55.7,30.78,Black,Paddy
30.3,42.11,29.89,Clayey,Tobacco
27.62,56.34,26.36,Red,Tobacco
33.46,62.44,56.11,Sandy,Sugarcane
31.4,56.45,36.96,Sandy,Tobacco
26.03,60.45,46.4,Black,Barley
27.4,56.16,45.88,Sandy,Barley
27.9,47.35,51.36,Sandy,Millets
32.4,77.68,42.34,Sandy,Pulses
31.2,70.18,40.98,Loamy,Tobacco
29.97,47.72,39.53,Black,Paddy
22.15,60.48,34.02,Loamy,Sugarcane
28.83,48.57,66.71,Sandy,Tobacco
22.8,50.81,39.07,Sandy,Ground Nuts
37.29,65.56,39.68,Black,Millets
33.44,64.06,51.91,Loamy,Pulses
35.89,64.76,36.97,Loamy,Ground Nuts
32.94,60.91,47.5,Black,Wheat
29.25,61.06,48.99,Black,Pulses
34.9,67.59,66.01,Clayey,Ground Nuts
28.59,68.53,38.94,Clayey,Maize
33.19,72.33,65.98,Red,Maize
27.56,51.96,40.99,Sandy,Maize
31.46,59.57,51.47,Loamy,Wheat
37.35,58.34,47.42,Clayey,Sugarcane
35.62,64,37.51,Black,Cotton
33.96,65.91,53.47,Black,Sugarcane
31.91,49.74,29.66,Sandy,Millets
27.18,66.92,38.33,Red,Paddy
34.37,65.19,43.32,Loamy,Pulses
26.49,47.78,41.66,Black,Paddy
26.7,45.04,35.26,Loamy,Oil seeds
27.06,54.68,45.88,Clayey,Ground Nuts
30.97,45.08,52.45,Black,Tobacco
25.62,51.09,40.66,Clayey,Pulses
33.27,61.23,22.66,Red,Millets
35.63,68.45,20,Black,Wheat
27.52,42.81,39.1,Loamy,Paddy
32,58.03,31.37,Red,Millets
31.78,76.46,33.24,Loamy,Ground Nuts
30.72,58.16,47.3,Red,Wheat
40,71.51,47.58,Clayey,Cotton
29.65,59.65,26.35,Red,Barley
32.36,54.03,43.93,Red,Maize
39.17,74.97,29.8,Sandy,Pulses
40,71.02,52.73,Clayey,Wheat
23.57,44.14,37.94,Loamy,Tobacco
29.19,65.8,33.2,Red,Barley
31.77,59.25,32.16,Sandy,Ground Nuts
30.66,53.38,41.56,Sandy,Paddy
31.84,69.56,69.24,Clayey,Maize
26.63,64.94,56.15,Loamy,Millets
38.51,73.59,59.59,Clayey,Sugarcane
28.28,64.37,33.6,Black,Wheat
36.61,58.99,45.91,Red,Paddy
33.82,55.15,55.67,Red,Ground Nuts
30.56,59.57,43.35,Sandy,Pulses
24.1,52.08,65.93,Sandy,Barley
40,67.4,55.78,Black,Oil seeds
39.52,75.51,62.39,Sandy,Sugarcane
31.73,67.18,35.49,Red,Maize
25.98,52.5,64.54,Sandy,Sugarcane
37.99,67.95,39.62,Sandy,Cotton
28.67,53.83,22.9,Sandy,Tobacco
29.55,69.71,40.07,Red,Millets
25.34,51.79,24.7,Clayey,Cotton
26.96,58.09,33.74,Loamy,Millets
21.15,48.8,36.88,Loamy,Pulses
23.28,54.92,45,Black,Barley
33.26,75.36,44.89,Sandy,Millets
33.52,67.5,38.1,Clayey,Ground Nuts
30.26,47.16,68.58,Red,Barley
27.11,61,27.46,Loamy,Paddy
32.41,62.72,56.06,Clayey,Tobacco
29.79,67.81,50.66,Red,Wheat
31.83,68.3,27.79,Red,Cotton
32.22,66.16,25.02,Red,Sugarcane
37.04,63.37,38.19,Black,Paddy
30.63,43.11,23.48,Clayey,Oil seeds
36.12,64.07,33.97,Clayey,Maize
27.17,58.43,70,Clayey,Cotton
30.35,45.09,59.54,Clayey,Paddy
23.51,56.63,32.65,Sandy,Millets
30.62,61.26,38.62,Clayey,Oil seeds
26.75,50.01,47.53,Loamy,Sugarcane
26.78,67.64,30.81,Sandy,Ground Nuts
25.44,56.27,32.82,Clayey,Tobacco
32.04,52.11,40.67,Loamy,Tobacco
29.51,68.51,21.92,Sandy,Wheat
32.56,66.45,25.05,Sandy,Cotton
28.13,52.62,45.16,Red,Wheat
27.42,63.5,45.7,Loamy,Barley
33.83,56.14,43.31,Red,Paddy
24.06,65.98,28.05,Black,Ground Nuts
21.23,44.7,27.36,Sandy,Millets
33.91,72.18,53.83,Sandy,Barley
30.92,42.88,26.76,Sandy,Barley
20.61,49.35,20,Loamy,Oil seeds
32.59,62.11,51.5,Black,Wheat
31.93,46.41,31.12,Sandy,Oil seeds
24.01,56.49,43.18,Red,Paddy
27.22,51.42,53.92,Red,Sugarcane
27.82,65.01,36.96,Black,Oil seeds
21.1,51.91,32.91,Sandy,Cotton
34.9,69.62,40.23,Black,Wheat
23.62,48.41,28.57,Sandy,Barley
25.1,57.55,23.93,Red,Paddy
21.92,52.16,29.78,Red,Wheat
30.33,51.57,25,Sandy,Paddy
35.11,58.44,37.33,Loamy,Ground Nuts
27.45,53.07,54.24,Sandy,Barley
25.37,61.39,48.09,Red,Pulses
34.06,66.03,26.03,Loamy,Maize
32.01,71.7,23.49,Black,Ground Nuts
26.22,62.62,25.5,Clayey,Maize
36.29,62.57,47.91,Sandy,Paddy
26.2,59.39,38.04,Sandy,Ground Nuts
31.61,61.28,70,Black,Tobacco
32.03,63.05,34.64,Red,Pulses
31.87,49.23,49.23,Sandy,Wheat
21.47,50.02,34.05,Red,Millets
29.93,59.13,61.65,Loamy,Maize
29.68,46.23,66.65,Loamy,Paddy
23.28,44.92,31.48,Clayey,Pulses
29.99,48.04,23.13,Red,Barley
29.02,55.34,29.32,Red,Wheat
30.04,70.55,48.8,Loamy,Oil seeds
30.52,49.1,40.54,Loamy,Millets
26.81,50.5,47.46,Loamy,Pulses
38,66.68,29.78,Sandy,Cotton
23.65,42.79,40.9,Clayey,Oil seeds
29.34,65.43,70,Sandy,Ground Nuts
32.64,56.9,51.27,Sandy,Maize
29.21,55.25,39.75,Black,Ground Nuts
28.94,64.26,68.96,Black,Millets
23.94,56.65,31.99,Loamy,Barley
27.89,57.64,45.92,Red,Paddy
25.69,57.09,46.14,Loamy,Tobacco
36.12,65.18,32.53,Sandy,Wheat
34.55,59.02,70,Clayey,Millets
31.24,69.27,26.9,Sandy,Wheat
31.43,54.36,22.99,Loamy,Sugarcane
33.99,62.76,44.95,Sandy,Ground Nuts
27.42,45.99,47.82,Black,Barley
34.06,63.07,24.49,Clayey,Wheat
30.21,54.2,37.46,Black,Tobacco
32.51,61.04,31.07,Red,Sugarcane
24.54,53.73,20.6,Clayey,Pulses
27.59,60.38,29.02,Clayey,Maize
36.55,67.98,40.42,Clayey,Cotton
26.27,52.98,39.19,Black,Pulses
32.71,79.55,37.63,Red,Paddy
29.6,54.82,64.66,Red,Maize
27.94,56.62,29.68,Loamy,Wheat
34.57,78.28,41.55,Red,Wheat
28.63,55.59,41.33,Red,Pulses
26.97,58,52.93,Black,Oil seeds
26.3,61.31,49.46,Loamy,Tobacco
31.75,60.66,70,Red,Barley
34.36,60.34,38.08,Clayey,Wheat
25.33,50.43,55.18,Sandy,Maize
36.33,57.1,27.1,Sandy,Paddy
28.09,63.65,22.19,Sandy,Millets
27.18,50.81,27.65,Sandy,Ground Nuts
30.18,72.18,46.54,Loamy,Pulses
26.11,59.94,70,Loamy,Oil seeds
26.73,53.73,35.6,Sandy,Millets
22.88,50.27,31.25,Sandy,Maize
31.09,64.92,39.02,Red,Wheat
25.78,62.23,52.74,Clayey,Tobacco
27.26,44.35,28.6,Black,Paddy
28.54,58.89,24.6,Clayey,Wheat
32.33,61.55,52.38,Sandy,Oil seeds
27.26,47.32,67.89,Sandy,Maize
25.84,53.73,49.86,Loamy,Millets
31.67,70.69,60.18,Red,Ground Nuts
33.9,63.27,38.72,Red,Paddy
35.64,69.14,49.98,Black,Cotton
29.95,49.83,44.85,Red,Barley
27.49,67.39,29.17,Loamy,Maize
38.65,65.81,70,Red,Tobacco
27.8,59.46,52.44,Red,Tobacco
28.11,66.77,34.26,Red,Wheat
27.83,50.6,54.62,Clayey,Cotton
33.42,55.21,54.88,Clayey,Oil seeds
31.61,60.35,55.88,Red,Cotton
33.09,48.02,24.74,Clayey,Wheat
37.89,65.59,59.98,Black,Maize
36.36,71.72,62.3,Red,Millets
33.84,54.6,41.99,Red,Sugarcane
32.31,67.96,62.73,Clayey,Barley
29.04,61.46,26.78,Sandy,Tobacco
27.86,50.22,35.4,Red,Pulses
28.55,50.4,41.51,Sandy,Millets
24,59.32,44.9,Red,Wheat
31.22,58.05,35.74,Black,Ground Nuts
26.2,52.3,56.27,Clayey,Paddy
30.75,53.95,62.15,Loamy,Wheat
29.58,59.37,36.3,Loamy,Barley
29.54,48.75,47.25,Sandy,Cotton
28.73,62.78,46.34,Red,Millets
25.55,50.51,49.12,Clayey,Sugarcane
38.74,67.83,43.16,Loamy,Ground Nuts
30.04,56.4,48.79,Sandy,Maize
40,53.17,33.02,Red,Tobacco
31.09,65.51,44.74,Black,Cotton
21.85,49.88,44.21,Clayey,Barley
31.7,58.19,66.88,Loamy,Wheat
37.86,59.26,33.3,Red,Oil seeds
34.98,65.83,33.5,Red,Maize
25.77,68.16,56.63,Black,Ground Nuts
29.66,71.24,50.78,Clayey,Paddy
25.23,44.95,23.32,Sandy,Maize
30.17,55.55,28.99,Sandy,Tobacco
24.2,46.04,70,Clayey,Millets
25.81,68.03,49.44,Loamy,Oil seeds
31.69,53.43,54.42,Red,Maize
29.48,42.68,55.33,Clayey,Tobacco
30,47.92,45.35,Clayey,Paddy
26.2,68.6,43.15,Loamy,Wheat
23.88,48.37,32.8,Black,Oil seeds
35.18,74.73,62.57,Red,Tobacco
37.6,72.26,46.43,Red,Paddy
34.81,63.81,20,Clayey,Sugarcane
33.48,65.81,38.6,Black,Maize
39.16,72.53,36.73,Loamy,Maize
28.12,58.63,70,Clayey,Maize
30.09,68.74,68.71,Red,Paddy
26.29,59.73,44.01,Black,Maize
39.26,53.38,45.18,Black,Millets
31.18,55.65,63.49,Loamy,Tobacco
21.89,59.24,50.57,Clayey,Pulses
28.85,58.66,43.76,Loamy,Barley
40,75.29,59.96,Sandy,Maize
28.05,62.05,36.35,Red,Paddy
28.86,54.81,57.96,Loamy,Millets
26.24,44.87,25.31,Loamy,Millets
32.89,67.49,45.6,Red,Pulses
28.62,54.16,37.37,Red,Sugarcane
32.79,70.93,38.13,Black,Barley
27.54,62.3,34,Black,Sugarcane
29.07,56.03,37.1,Red,Tobacco
24.13,62.11,20,Loamy,Sugarcane
31.69,58,68.66,Red,Sugarcane
25.37,57.8,41.73,Black,Millets
30.14,53.06,60.78,Black,Millets
22.96,62.5,41.58,Loamy,Cotton
25.73,62.59,36.32,Sandy,Sugarcane
35.33,67.8,53.53,Sandy,Pulses
25.55,48.32,39.01,Loamy,Sugarcane
28.35,41.51,29.49,Red,Barley
33.68,67.87,35.69,Clayey,Paddy
34.91,63.17,38.77,Black,Sugarcane
35.76,60.56,36.72,Black,Ground Nuts
27.37,49.31,43.7,Black,Paddy
32.44,75.96,56.23,Sandy,Tobacco
33.5,63.58,29.96,Clayey,Paddy
27.7,66.58,42.63,Clayey,Cotton
35.74,61.66,43.17,Loamy,Pulses
26,57.75,41.81,Loamy,Cotton
31.06,61.86,25.72,Sandy,Pulses
27.58,56.9,56.18,Clayey,Cotton
31.17,48.39,33.21,Sandy,Barley
35.06,67.4,28.28,Loamy,Ground Nuts
35.37,71.39,35.62,Clayey,Paddy
29.85,60.51,70,Black,Wheat
30.02,66.59,44.84,Loamy,Maize
35.68,61.52,55.89,Clayey,Pulses
31.8,46.25,33.35,Red,Millets
21.98,50.4,45.37,Loamy,Ground Nuts
30.31,54.48,25.49,Loamy,Barley
29.56,45.48,37.32,Sandy,Ground Nuts
25.76,66.16,25.05,Black,Paddy
27.63,54.5,38.48,Loamy,Cotton
28.79,68.18,47.81,Sandy,Oil seeds
24.62,60.53,49.03,Clayey,Wheat
