Temparature,Humidity,Moisture,Soil Type,Crop Type
35.7,57.43,35.8,Red,Cotton
33.87,54.76,35.38,Loamy,Pulses
37.24,59.51,60.24,Black,Sugarcane
27.81,67.33,35.83,Clayey,Paddy
38.13,56.75,55.03,Loamy,Wheat
31.88,69.26,37.67,Loamy,Millets
37.62,56.81,33.81,Clayey,Oil seeds
22.41,58.55,33.15,Clayey,Millets
29.65,57.73,44.42,Loamy,Cotton
28.76,50.29,26.63,Loamy,Ground Nuts
23.62,54.1,36.08,Black,Tobacco
33.13,65.2,62.77,Black,Millets
30.05,49.6,38.88,Black,Ground Nuts
20.14,55.39,34.9,Sandy,Ground Nuts
25.12,59.64,41.7,Black,Paddy
33.19,62.06,52.48,Sandy,Sugarcane
34.27,61.65,38.7,Loamy,Sugarcane
27.91,57.81,37.13,Clayey,Sugarcane
28.82,53.07,33.55,Clayey,Barley
26.41,53.31,47.82,Red,Ground Nuts
30.4,55.73,55.43,Sandy,Sugarcane
32.51,54.93,36.01,Loamy,Paddy
26.68,58.71,31.63,Black,Oil seeds
29.79,52.4,41.74,Sandy,Ground Nuts
27.58,61.82,63.26,Sandy,Sugarcane
33.86,71.98,39.51,Clayey,Pulses
31.19,54.28,56.93,Black,Oil seeds
37.5,78.9,55.18,Loamy,Millets
24.53,51.09,51.48,Sandy,Sugarcane
34.71,71.46,27.27,Red,Maize
28.71,61.58,39.06,Sandy,Maize
26.71,56.92,34.15,Red,Wheat
38.54,57.01,49.61,Black,Millets
36.76,71.56,36.82,Clayey,Cotton
30.58,51.06,30,Loamy,Millets
29.48,49.92,23.52,Black,Millets
31.21,58.81,41.61,Black,Paddy
34.58,58.18,59.64,Clayey,Ground Nuts
30.13,63.29,31.12,Red,Paddy
30.13,58.46,60.18,Loamy,Pulses
24.63,53.02,36.99,Loamy,Sugarcane
30.44,63.3,49.43,Black,Tobacco
26.65,56.89,50.34,Black,Maize
32.06,55.75,63.43,Loamy,Wheat
29.22,51.42,31.77,Loamy,Sugarcane
24.12,52.17,38.96,Loamy,Barley
36.74,54.42,31.68,Black,Millets
34.73,70.2,55.44,Loamy,Millets
26.11,42.81,42.69,Black,Millets
27.48,43.68,31.29,Black,Oil seeds
24.26,56.62,34.63,Loamy,Pulses
27.33,58.93,31.31,Loamy,Wheat
32.75,57.13,30.99,Red,Tobacco
24.32,64.62,26.9,Sandy,Barley
34.22,66.2,65.25,Clayey,Paddy
26.56,61.21,46.73,Loamy,Barley
30.77,60.08,39.33,Black,Sugarcane
28.84,59.5,20,Red,Wheat
25.9,59.1,46.8,Sandy,Millets
26.17,51.76,33.52,Loamy,Maize
27.2,62.82,65.08,Clayey,Maize
29.73,48.28,26.09,Sandy,Millets
32.31,63.38,48.51,Loamy,Maize
36.46,63.12,40.28,Black,Pulses
22.84,59.33,62.69,Clayey,Wheat
25.4,56.88,53.51,Loamy,Millets
34.47,55.51,46.55,Clayey,Cotton
24.83,57.64,41.53,Red,Tobacco
34.99,53.45,34.55,Black,Ground Nuts
35.41,55.99,30.99,Loamy,Sugarcane
35.73,68.68,38.23,Black,Oil seeds
38.03,72.22,45.56,Red,Barley
38.49,73.46,46.36,Loamy,Ground Nuts
35.33,57.99,70,Clayey,Ground Nuts
27.72,44.26,20,Loamy,Barley
32.64,48.78,46.52,Clayey,Barley
20.18,51.57,34.03,Sandy,Tobacco
32.15,57.67,51.66,Red,Tobacco
31.33,55.22,24.37,Sandy,Cotton
25.58,54.13,29.55,Black,Sugarcane
23.98,55.05,31.37,Clayey,Ground Nuts
32.63,64.09,48.36,Loamy,Barley
30.75,52.41,37.5,Loamy,Maize
27.83,48.97,45.35,Loamy,Paddy
29.78,57.79,45.7,Clayey,Sugarcane
27.09,53.92,37.19,Loamy,Sugarcane
26.43,60.25,35.78,Sandy,Sugarcane
27.82,48.81,25.68,Black,Pulses
33.4,62.87,43.1,Clayey,Millets
31.47,62.21,66.18,Black,Maize
31.35,67.11,31.38,Loamy,Pulses
26.82,51.3,34.82,Red,Barley
26.78,65.69,55.2,Sandy,Maize
25.92,47.69,61.97,Clayey,Ground Nuts
27.58,42.95,54.69,Sandy,Sugarcane
34.13,69.91,26.15,Sandy,Sugarcane
27.47,46.61,31.72,Loamy,Tobacco
37.79,66.43,53.61,Black,Maize
37.81,64.17,31.59,Sandy,Paddy
30.8,58.77,21.23,Sandy,Paddy
28.25,54.74,70,Red,Maize
26.16,45.71,32.82,Clayey,Pulses
33.66,67.43,38.06,Sandy,Pulses
33.31,66.96,40.72,Red,Oil seeds
34.91,57.74,67.05,Clayey,Maize
27.14,52.85,56.68,Sandy,Tobacco
28.7,54.12,34.2,Sandy,Oil seeds
29.99,45.79,31.39,Black,Millets
39.07,73.97,37.05,Loamy,Tobacco
25.64,57.81,39.15,Black,Pulses
32.86,61.11,38.13,Black,Sugarcane
35.95,56.17,51.09,Black,Wheat
38.15,76.07,50.5,Black,Wheat
27.97,61.87,53.56,Black,Maize
32.21,69.43,39.24,Red,Wheat
35.52,75,62.64,Black,Maize
27.25,57.18,56.38,Clayey,Maize
34.84,55.67,20,Black,Paddy
38.74,72.41,27.4,Red,Pulses
26.87,52.34,36.12,Black,Cotton
33.62,61.17,32.6,Clayey,Wheat
31.47,70.69,49.36,Black,Maize
20.18,49.8,27.78,Red,Maize
27.16,55.4,35.51,Loamy,Oil seeds
29.22,51.72,43.95,Black,Wheat
31.2,50.88,26.64,Red,Sugarcane
35.95,72.98,52.9,Clayey,Wheat
38.86,75.86,37.69,Clayey,Tobacco
35.31,77.47,46.4,Clayey,Sugarcane
30.59,56.57,30.01,Sandy,Oil seeds
26.12,58.73,50.26,Clayey,Wheat
25.49,50.89,63.63,Loamy,Tobacco
33.52,57.98,49.92,Black,Oil seeds
31.88,52.97,49.87,Black,Cotton
33.94,55.33,48.3,Clayey,Tobacco
27.97,47.65,45.75,Black,Paddy
29.43,65.58,51.3,Clayey,Maize
29.37,58.44,44.49,Black,Sugarcane
27.43,56.68,24.36,Clayey,Wheat
32.66,59.5,27,Black,Pulses
25.17,43.89,65.91,Black,Ground Nuts
27.51,55.86,41.39,Black,Barley
26.81,58.78,49.15,Clayey,Oil seeds
29.29,69.9,43.81,Black,Maize
32.07,63.03,39.38,Sandy,Maize
30.29,69.78,31.58,Black,Sugarcane
22.46,48.46,43.17,Clayey,Tobacco
24.89,41.79,54.45,Black,Ground Nuts
29.43,62.46,43.26,Black,Barley
40,76.58,43.4,Clayey,Pulses
33.82,63.87,30.01,Black,Wheat
36.91,75,34.75,Clayey,Wheat
29.11,66.22,57.05,Black,Sugarcane
37.61,71.93,31.01,Black,Oil seeds
23.97,42.57,33.9,Loamy,Ground Nuts
21.48,43.69,41.22,Sandy,Oil seeds
28.56,69.25,43.73,Red,Barley
24.78,56.42,25.51,Clayey,Sugarcane
28.78,60.98,46.86,Clayey,Millets
25.83,42.5,60.32,Clayey,Cotton
21.27,59.98,35.59,Red,Paddy
27.79,46.46,33.4,Black,Ground Nuts
36.34,67.59,43.01,Clayey,Oil seeds
26.57,52.98,56.7,Sandy,Tobacco
27.78,57.1,42.64,Black,Barley
26.99,44.73,51.9,Sandy,Oil seeds
29.83,64.29,45.68,Black,Sugarcane
23.56,56.69,37.04,Red,Pulses
31.85,62.5,31.51,Sandy,Ground Nuts
26.79,58.42,26.41,Sandy,Oil seeds
27.02,55.09,35.69,Red,Paddy
25.4,59.23,35.65,Clayey,Paddy
28.2,47.14,48.34,Black,Tobacco
34.32,61.36,44.53,Black,Maize
34.8,76.07,30.81,Red,Tobacco
33.52,65.3,40.12,Clayey,Ground Nuts
29.16,51.25,37.86,Red,Wheat
33.55,69.48,37.73,Clayey,Cotton
35.14,68.94,36.73,Sandy,Paddy
31.21,67.98,48.85,Black,Paddy
27.89,53.82,40.72,Black,Tobacco
39.78,72.13,29.77,Clayey,Maize
33.64,62.64,37.52,Red,Sugarcane
26.29,44.72,37.75,Clayey,Pulses
27.42,62.2,57.15,Sandy,Millets
32.51,53.53,45.88,Red,Tobacco
33.57,54.09,68.48,Black,Sugarcane
30.06,57.82,29.93,Sandy,Paddy
40,75.94,34.96,Red,Millets
21.36,46.46,35.37,Clayey,Cotton
30.85,62.03,23.42,Clayey,Cotton
32.9,63.12,47.43,Black,Barley
29.42,72.78,42.89,Clayey,Sugarcane
38.27,63.65,41.45,Clayey,Ground Nuts
25.08,61.53,34.32,Loamy,Tobacco
33.46,72.4,40.83,Red,Oil seeds
27.4,56.09,57.66,Clayey,Paddy
31.91,46.26,41.51,Black,Pulses
30.02,66.49,49.75,Loamy,Maize
26.05,51.23,34.11,Loamy,Maize
38.11,67.76,40.16,Loamy,Tobacco
25.82,44.33,29.18,Loamy,Tobacco
25.24,43.61,39.67,Loamy,Ground Nuts
36.49,65.48,39.34,Red,Oil seeds
23.39,59.65,40.74,Clayey,Paddy
29.61,70.12,42.17,Red,Barley
33,55.09,52.37,Black,Pulses
32.12,68.28,42.26,Red,Barley
33.34,73.86,48,Clayey,Ground Nuts
29.17,64.55,46.56,Sandy,Barley
24.82,45.77,51.47,Clayey,Cotton
27.19,46.21,27.99,Loamy,Sugarcane
34.5,63.22,50.73,Loamy,Ground Nuts
31.98,45.3,30.75,Loamy,Pulses
31.31,58.21,49.13,Clayey,Oil seeds
31.7,73.98,42.06,Loamy,Pulses
30.25,60.34,33.5,Sandy,Barley
38.47,55.14,50.1,Red,Ground Nuts
35.84,62.15,67.16,Sandy,Millets
26.29,62.82,38.28,Red,Barley
35.77,67.17,42.53,Black,Maize
27.14,68.62,46.27,Sandy,Wheat
32.99,70.55,34.22,Loamy,Paddy
33.14,50.64,55.05,Loamy,Maize
25.7,57.86,20,Loamy,Barley
27.27,42.2,47.49,Loamy,Wheat
25.65,55.02,37.37,Red,Tobacco
28.48,55.48,25.55,Loamy,Maize
26.12,60.43,58.13,Black,Cotton
22.99,44.67,30.17,Black,Paddy
35.57,70.66,40.03,Black,Wheat
25.78,57.76,65.12,Black,Tobacco
38.93,72.28,67.64,Red,Cotton
34.4,70.85,53.05,Black,Sugarcane
23.28,45.27,43.77,Sandy,Sugarcane
29.27,65.89,70,Sandy,Wheat
28.06,44.09,58.46,Red,Tobacco
29.55,60.62,45.99,Sandy,Barley
25.91,42.33,27.89,Loamy,Oil seeds
29.91,45.99,64.48,Sandy,Cotton
32.92,60.86,60.26,Clayey,Maize
36.6,61.48,20,Black,Cotton
35.3,76.77,44.61,Red,Tobacco
32.46,62.03,48,Red,Cotton
31.52,57.93,68.2,Clayey,Maize
28.54,55.75,38.08,Clayey,Sugarcane
26.33,58.16,43.91,Red,Barley
31.55,50.78,32.59,Loamy,Paddy
25.7,62.98,30.45,Sandy,Pulses
33.51,66.81,32.19,Loamy,Paddy
33.19,62.86,37.31,Red,Oil seeds
24.07,54.47,28.69,Loamy,Pulses
37.03,73.51,35.21,Loamy,Tobacco
29.52,56.55,31.92,Clayey,Cotton
20.55,42.03,63.54,Black,Barley
33.35,71.63,38.11,Loamy,Sugarcane
30.33,51.05,33.36,Clayey,Cotton
31.18,55.84,28.31,Clayey,Millets
37.84,66.91,57.7,Sandy,Oil seeds
32.56,68.67,23.64,Loamy,Tobacco
31.72,45.26,28.54,Clayey,Maize
31.1,45.98,25.78,Black,Ground Nuts
29.8,59.73,35.64,Red,Barley
33.62,63.24,36.1,Clayey,Tobacco
34.15,57.16,39.48,Sandy,Cotton
29.13,53.38,49.08,Red,Sugarcane
30.83,57.02,57.45,Loamy,Barley
29.14,61.8,44.63,Loamy,Tobacco
26.79,61.62,45.64,Sandy,Ground Nuts
21.49,46.99,40.82,Sandy,Cotton
35.36,56.86,36.82,Loamy,Millets
25.98,56.09,45.29,Sandy,Tobacco
25.86,45.62,35.68,Red,Barley
29.91,60.03,58.5,Clayey,Cotton
27.33,55.62,31.28,Clayey,Pulses
34.51,68.73,69.9,Loamy,Barley
32.14,71.89,41.21,Loamy,Pulses
34.01,63.87,51.24,Clayey,Wheat
30.01,59.57,35.04,Red,Ground Nuts
35.19,65.14,22.12,Black,Ground Nuts
28.81,54.94,41.6,Black,Barley
30.77,55.44,46.67,Clayey,Paddy
32.43,56.6,64.19,Red,Wheat
34.68,50.94,55.43,Black,Oil seeds
24.83,59.19,31.4,Clayey,Paddy
28.86,73.5,29.53,Black,Sugarcane
29.84,65.34,35.1,Sandy,Barley
38.76,56.94,56.53,Sandy,Cotton
35.24,66.47,51.44,Red,Cotton
34.51,58.28,63.85,Clayey,Millets
23.93,60.03,29.73,Black,Millets
28,58.95,32.66,Red,Pulses
25.02,45.57,38.91,Black,Tobacco
30.76,50.1,44.85,Clayey,Maize
30.4,52.84,59.57,Clayey,Maize
34.55,61.85,66.2,Clayey,Ground Nuts
23.54,47.71,27.92,Red,Barley
29.87,52.38,22.8,Black,Pulses
34.57,55.72,20,Loamy,Sugarcane
31.63,50.38,31.45,Clayey,Paddy
31.73,51.82,37.23,Sandy,Maize
25.36,62.76,62.32,Clayey,Barley
36.64,57.29,24.08,Black,Oil seeds
32.1,65.89,70,Clayey,Wheat
21.09,49.87,63.43,Red,Paddy
36.17,73.15,60.09,Black,Cotton
38.68,76.72,57.16,Red,Tobacco
29,70.73,43.4,Loamy,Oil seeds
31.23,66.32,27.49,Red,Wheat
31.19,71.44,46.39,Loamy,Maize
29.35,61.82,63.95,Sandy,Pulses
27.41,56.77,45.73,Clayey,Sugarcane
32.63,66.83,49.59,Red,Cotton
34.33,58.34,39.98,Sandy,Cotton
26.71,51.41,32.41,Clayey,Tobacco
30.66,66.4,52.44,Loamy,Pulses
27.45,57.24,34.3,Clayey,Oil seeds
30.59,56.93,49.01,Loamy,Cotton
29.75,47.56,33.26,Clayey,Cotton
35.61,68.63,70,Red,Sugarcane
31.43,54.96,40.98,Sandy,Paddy
31.37,74.91,34.64,Red,Ground Nuts
28.38,51.28,61.42,Sandy,Sugarcane
31.44,70.97,62.81,Clayey,Paddy
39.45,73.14,24.99,Sandy,Maize
24.78,50.29,39.4,Black,Millets
25.7,52.75,36.55,Red,Paddy
29.06,71.99,38.56,Sandy,Tobacco
26.27,55.47,33.28,Red,Wheat
33.49,63.84,32.92,Clayey,Ground Nuts
34.92,58.53,27.98,Clayey,Cotton
22.93,52.54,39.37,Sandy,Cotton
26.38,49.88,65.47,Black,Maize
34.28,68.8,43.11,Loamy,Cotton
35.49,70.58,34.23,Clayey,Maize
32.6,53.68,28.87,Clayey,Pulses
38.65,67.93,70,Loamy,Millets
39.15,68.25,46.6,Loamy,Sugarcane
32.15,57.42,26.8,Red,Wheat
32.8,61.46,58.5,Sandy,Wheat
39.01,65.01,46.91,Clayey,Pulses
32.04,64.28,62.11,Black,Barley
24.88,43.56,53.5,Sandy,Sugarcane
24.12,50.26,37.62,Loamy,Wheat
27.71,53.42,37.98,Black,Maize
32.91,64.18,51.89,Sandy,Paddy
37.05,69.22,44.58,Black,Sugarcane
30.03,65.12,38.84,Sandy,Millets
23.9,43.28,43.12,Clayey,Pulses
30.41,63.03,49.09,Clayey,Maize
29.86,50.94,70,Sandy,Sugarcane
37.46,61.25,31.69,Clayey,Tobacco
28.75,55.19,20,Loamy,Millets
24.86,58.35,61.89,Red,Wheat
27.63,58.09,46.23,Black,Paddy
29.59,65.88,21.2,Sandy,Sugarcane
28.41,61.99,31.54,Red,Maize
24.22,59.75,30.07,Black,Ground Nuts
37.05,66.11,38.47,Black,Pulses
28.28,67.72,55.83,Red,Tobacco
31.39,61.78,70,Red,Maize
28.51,55.93,40.33,Red,Cotton
29.88,64.22,20,Clayey,Oil seeds
25.28,50.64,66.87,Red,Pulses
36.27,74.55,57.03,Sandy,Cotton
29.28,55.6,41.79,Loamy,Paddy
40,72.78,38.48,Red,Pulses
25.08,45.08,31.07,Clayey,Sugarcane
29.35,67.05,31.67,Black,Cotton
28.86,59.22,44.4,Sandy,Tobacco
27.1,55.35,36.61,Black,Sugarcane
28.09,50.46,25.38,Sandy,Barley
28.96,54.32,35.97,Sandy,Barley
27.67,57.87,33.61,Clayey,Pulses
29.34,49.57,20.01,Loamy,Maize
28.57,50.93,44.78,Red,Maize
38.15,59.18,55.78,Clayey,Cotton
23.08,62.96,20,Sandy,Millets
37.11,70.83,56.74,Clayey,Cotton
36.28,71.99,35.88,Red,Tobacco
33.3,61.33,50.98,Black,Pulses
26.17,53.24,51.31,Black,Barley
34.55,58.92,68.9,Black,Wheat
34.69,78.28,43.78,Black,Pulses
29.02,67.93,55.54,Clayey,Pulses
28.19,60.08,28.35,Red,Tobacco
38.69,61.57,53.46,Black,Cotton
34.73,66.96,59.65,Clayey,Oil seeds
25.55,62.37,41.64,Loamy,Cotton
31.75,58.98,56.2,Clayey,Pulses
30.51,64.47,31.19,Sandy,Paddy
24.18,53.12,59.3,Clayey,Maize
30.65,47.72,37.49,Clayey,Maize
29.91,59.7,54.67,Clayey,Tobacco
34.12,63.6,27.97,Red,Maize
30.51,52.48,23.64,Clayey,Paddy
28.09,61.48,39.32,Black,Tobacco
24.12,53.65,35.22,Sandy,Ground Nuts
33.21,64.79,31.54,Clayey,Sugarcane
36.7,62.62,24.01,Red,Barley
34.03,55.38,49.19,Sandy,Cotton
24.49,51.98,67.62,Clayey,Sugarcane
29.92,57.58,44.49,Loamy,Ground Nuts
33.42,65.41,63.33,Black,Maize
29.32,57.18,70,Clayey,Ground Nuts
27.49,54.22,40.06,Clayey,Oil seeds
35.27,69.93,44.23,Sandy,Ground Nuts
34.35,67.37,55.82,Red,Cotton
27.52,62.28,31.71,Sandy,Pulses
33.94,62.1,56.9,Red,Ground Nuts
24.78,59.94,49.61,Clayey,Sugarcane
33.97,73.31,26.07,Sandy,Wheat
34.04,73,36.41,Clayey,Tobacco
29.03,51.28,59.83,Clayey,Millets
24.13,65.79,35.41,Red,Wheat
37.53,67.28,40.79,Clayey,Maize
27.94,59.27,46.39,Black,Cotton
26.2,66.49,58.35,Black,Tobacco
30.71,58.51,42.79,Sandy,Maize
37.97,62.65,56.53,Red,Ground Nuts
35.46,70.84,62.84,Black,Maize
30.08,61.49,52.42,Red,Oil seeds
33.82,61.25,59.51,Black,Cotton
29.05,54.64,49.53,Clayey,Paddy
40,72.25,45.19,Clayey,Millets
22.51,50.31,30.59,Clayey,Maize
32.06,78.41,36.96,Loamy,Wheat
39.91,60.35,29.4,Loamy,Oil seeds
32.83,59.11,29.94,Clayey,Tobacco
28.99,56.86,47.2,Red,Sugarcane
31.08,73.05,43.81,Black,Tobacco
36.75,71.25,31.9,Sandy,Paddy
29.59,64.77,26.04,Red,Paddy
29.95,61.65,70,Loamy,Sugarcane
28.74,51.47,58.63,Clayey,Maize
37.6,71.43,54.12,Clayey,Ground Nuts
38.31,77.54,38.22,Black,Wheat
33.09,65.12,37.71,Red,Pulses
36.17,64.23,54.97,Loamy,Oil seeds
40,58.41,25.99,Clayey,Sugarcane
23.4,62.09,20,Clayey,Millets
22.76,48.08,34.55,Loamy,Maize
23.01,46.97,52.66,Sandy,Maize
36.87,74.71,25.27,Sandy,Barley
26.86,50.54,67.65,Loamy,Pulses
30.79,62.82,29.74,Black,Barley
37.88,56.28,34.78,Sandy,Pulses
33.59,73.86,52.09,Sandy,Oil seeds
24.23,40.87,63.97,Black,Oil seeds
29.22,68.58,68.54,Clayey,Pulses
34.83,74.84,38.55,Clayey,Barley
40,72.53,69.09,Loamy,Barley
32.53,66.27,24.96,Red,Sugarcane
34.05,57.39,35.01,Loamy,Millets
33.84,78.28,54.01,Sandy,Ground Nuts
26.13,59.47,53.78,Black,Paddy
32.31,65.98,51.84,Red,Wheat
27.78,63.49,36.53,Red,Maize
30.03,59.76,24.55,Sandy,Barley
32.22,56.23,20,Red,Oil seeds
29.46,59.59,27.28,Sandy,Oil seeds
28.6,61.06,46.54,Black,Ground Nuts
36.31,72.79,46.6,Sandy,Barley
25.53,60.96,23.48,Black,Pulses
32.69,55.03,46.23,Black,Cotton
30.11,57.34,25.96,Loamy,Pulses
27.71,61.57,28.73,Loamy,Sugarcane
32.34,57.71,24.9,Loamy,Maize
38.2,60.72,31.82,Sandy,Tobacco
38.64,77.51,43,Sandy,Barley
27.61,69.47,34.64,Black,Maize
29.73,65.44,62.54,Sandy,Paddy
