Temparature,Humidity,Moisture,Soil Type,Crop Type
29.82,52.4,40.42,Sandy,Maize
21.1,46.31,20,Black,Cotton
25.5,62.18,34.93,Black,Oil seeds
40,65.47,42.28,Red,Barley
26.4,44.98,59.52,Loamy,Tobacco
29.18,66.43,60.41,Loamy,Cotton
32.91,66.66,40.05,Sandy,Ground Nuts
24.29,67.06,44.48,Loamy,Wheat
34.93,61.43,44.65,Black,Sugarcane
23.71,63.86,35.37,Sandy,Paddy
37.64,61.51,27.73,Loamy,Maize
27.39,60.39,45.71,Clayey,Millets
40,79.33,33.3,Loamy,Millets
22.18,52.62,21.23,Sandy,Pulses
34.69,53.03,34.57,Clayey,Millets
33.65,72.61,52.87,Loamy,Ground Nuts
36.25,61.04,42.94,Sandy,Pulses
31.48,63.06,31.47,Red,Tobacco
30.64,67.36,57.07,Red,Paddy
31.25,55.15,60.25,Clayey,Cotton
30.66,55.71,61.87,Clayey,Tobacco
32.34,55.71,38.14,Sandy,Paddy
36.52,66.41,59.41,Loamy,Cotton
31.91,60.93,39.31,Loamy,Oil seeds
36.7,63.11,43.54,Loamy,Oil seeds
25.42,65.93,20,Sandy,Pulses
30.06,47.8,60.33,Loamy,Barley
28.62,51.19,33.7,Clayey,Maize
33.45,58.88,44.67,Red,Maize
22.92,43.75,24.45,Black,Oil seeds
39.47,66.89,26.46,Red,Barley
34.2,64.13,36.5,Sandy,Millets
24.2,46.77,25.96,Clayey,Oil seeds
29.06,48.7,52.49,Black,Millets
23.29,59.4,40.01,Sandy,Wheat
34.89,53.59,52.87,Clayey,Ground Nuts
31.11,61.64,58.52,Loamy,Sugarcane
33.58,66.11,42.35,Clayey,Ground Nuts
29.84,55.15,70,Clayey,Oil seeds
25.63,49.76,37.15,Red,Wheat
25.14,46.89,37.74,Red,Oil seeds
27.14,56.05,30.48,Sandy,Wheat
35.61,60.02,37.93,Clayey,Paddy
27.68,56.09,31.09,Clayey,Pulses
24.25,40.87,70,Clayey,Ground Nuts
30.86,61.47,38.53,Red,Oil seeds
25.68,57.8,28.43,Clayey,Cotton
32.28,53.91,52.3,Red,Wheat
27.4,59.45,64.61,Loamy,Maize
31.83,65.84,45.46,Sandy,Maize
34.39,71.63,25.99,Loamy,Tobacco
34.42,71.01,48.66,Loamy,Sugarcane
34.54,66.58,57.85,Sandy,Maize
33.08,70.92,63.58,Sandy,Cotton
29.19,56.47,54.69,Loamy,Cotton
25.8,66.1,30.14,Clayey,Wheat
29.81,66.55,42.65,Black,Wheat
26.89,61.88,49.27,Black,Cotton
34.59,64.16,61.6,Sandy,Ground Nuts
35.73,62.22,25.88,Loamy,Millets
28.58,68.36,20,Black,Pulses
34.68,75.2,45.71,Loamy,Tobacco
30.32,52.18,48.73,Clayey,Cotton
36.01,58.15,49.54,Clayey,Pulses
29.78,63.87,61.27,Red,Cotton
31.35,48.36,47.04,Loamy,Tobacco
22.62,60.09,38.4,Black,Sugarcane
34.58,68.3,42.15,Loamy,Sugarcane
40,72.81,54.19,Black,Wheat
34.53,58.81,26.06,Clayey,Maize
35.63,64.09,70,Sandy,Ground Nuts
27.95,55.69,57.99,Black,Tobacco
24.38,56.96,39.27,Sandy,Barley
30.99,56.13,38.39,Black,Maize
38.39,72.48,62.16,Black,Tobacco
23.6,54.54,23.53,Clayey,Paddy
40,80,43.34,Black,Barley
25.42,58.84,61.98,Red,Pulses
33.49,54.24,25.15,Black,Pulses
33.92,55.94,43.63,Black,Ground Nuts
26.83,46.99,40.08,Loamy,Sugarcane
25.6,58.84,34.42,Loamy,Cotton
29.04,67.21,35.35,Loamy,Millets
36.08,64.21,51.97,Red,Ground Nuts
32.37,67.42,54.33,Clayey,Wheat
34.53,50.02,31.27,Red,Oil seeds
30.79,61.55,57.57,Loamy,Sugarcane
24.35,44.79,34.94,Red,Oil seeds
25.32,47.36,28.39,Loamy,Tobacco
25.51,59.65,53.61,Red,Sugarcane
27.11,57.8,49.87,Clayey,Pulses
31.69,56.25,40.99,Black,Barley
33.3,63.72,45.46,Clayey,Millets
27.44,56.5,34.3,Black,Millets
33.42,59.5,24.78,Clayey,Cotton
39.42,64.09,20.97,Red,Sugarcane
31.52,61.75,49.9,Black,Maize
29.16,49.45,20.83,Black,Sugarcane
34.99,54.73,45.64,Sandy,Oil seeds
30.56,66.52,39.1,Red,Cotton
24.33,46.07,28.21,Clayey,Wheat
27.21,46.35,35.11,Loamy,Millets
30.96,56.48,38.62,Red,Paddy
25.46,55.52,34.53,Sandy,Ground Nuts
31.13,57.22,49.42,Loamy,Barley
25.05,44.34,25.92,Sandy,Maize
33.05,50.5,39.37,Loamy,Oil seeds
38.39,61.8,54.73,Sandy,Paddy
29.46,60.17,40.6,Red,Millets
23.78,50.2,41.1,Clayey,Wheat
34.85,58.96,40.06,Sandy,Oil seeds
34.81,60.62,53.89,Clayey,Barley
29.41,46.25,48.06,Loamy,Cotton
34.5,66.51,62.55,Sandy,Cotton
30.78,58.39,37.15,Black,Ground Nuts
35.65,68.27,36.65,Black,Cotton
29,66.29,61.94,Loamy,Maize
23.69,44.73,48.52,Red,Pulses
29.39,57.26,57.53,Clayey,Sugarcane
27,52.82,49.08,Loamy,Paddy
26.6,45.91,28.97,Red,Pulses
31.57,53.08,43.02,Sandy,Sugarcane
30.48,67.9,25.48,Clayey,Sugarcane
27.39,50.86,56.33,Clayey,Ground Nuts
31.26,68.13,23.88,Red,Cotton
30.52,70.57,59.93,Clayey,Sugarcane
30.17,67.92,56.37,Clayey,Paddy
30.79,52.36,42.22,Clayey,Sugarcane
33.68,51.62,48.57,Red,Oil seeds
30.1,62.4,52.64,Loamy,Maize
38.72,58.9,38.91,Black,Barley
37.78,62.74,38.56,Clayey,Tobacco
35.93,77.82,40.02,Black,Sugarcane
36.65,73.12,32.65,Sandy,Millets
31.53,62.71,63.53,Red,Ground Nuts
25.47,51.22,21.2,Loamy,Barley
21.26,57.97,22.22,Clayey,Maize
30.89,61.12,43.19,Sandy,Pulses
28.96,46.48,40.37,Clayey,Cotton
31.51,55.1,30.6,Red,Tobacco
37.18,67.2,44.25,Clayey,Ground Nuts
33.11,72.21,25.55,Sandy,Cotton
32.28,51.98,66.27,Red,Barley
34.19,57.37,20,Red,Wheat
35.41,63.84,41.24,Clayey,Paddy
24.11,45.89,33.2,Red,Pulses
30.14,55.8,53.62,Loamy,Millets
26.12,54.01,24.44,Sandy,Tobacco
31.19,49.02,53.05,Red,Oil seeds
32.4,60.04,70,Sandy,Maize
31.7,56.56,58.11,Red,Barley
34.39,56,39.22,Loamy,Cotton
25.77,48.22,37.18,Black,Pulses
28.91,54,43.35,Black,Paddy
27.59,46.47,42.99,Loamy,Millets
38.75,59.06,26.59,Red,Pulses
22.57,45.63,25.22,Sandy,Pulses
31.88,55.48,48.99,Sandy,Sugarcane
22.37,54.2,28.21,Red,Pulses
35.64,58.25,43.11,Sandy,Barley
37.92,63.52,57.65,Sandy,Barley
34.96,62.17,32.1,Clayey,Barley
35.87,67.72,56.45,Sandy,Pulses
30.72,58.49,48.86,Red,Millets
27.1,54.31,64.72,Sandy,Ground Nuts
31.63,59.3,36.89,Black,Pulses
31.94,49.09,33.57,Clayey,Sugarcane
36.29,66.45,28.19,Clayey,Tobacco
25.13,65.26,63.03,Black,Millets
33.23,54.63,32.08,Red,Maize
30.1,76.55,35.94,Black,Maize
33.57,71.2,44.05,Black,Barley
25.63,62.5,43.69,Loamy,Sugarcane
37.36,57.89,32.72,Black,Millets
36.23,62.8,42.68,Clayey,Maize
33.26,56.71,62.07,Black,Paddy
26.65,60.53,40.45,Loamy,Barley
27.97,63.97,29.3,Black,Oil seeds
36.16,66.29,49.05,Loamy,Barley
32.12,77.29,69.64,Black,Tobacco
28.77,55.31,61.58,Black,Tobacco
36.4,55.65,42.68,Clayey,Wheat
31.39,55.54,33.3,Sandy,Wheat
29.26,52.37,64.7,Clayey,Wheat
31.07,66.31,35.37,Red,Tobacco
31.2,67.76,37.33,Loamy,Barley
20.79,49.45,31.93,Sandy,Oil seeds
35.08,64.76,34.93,Clayey,Paddy
31.09,53.5,30.38,Red,Oil seeds
36.48,63.8,37.03,Red,Paddy
27.47,63.37,35.75,Loamy,Paddy
29.7,47.21,42.8,Loamy,Millets
34.31,64.07,56.1,Black,Ground Nuts
35.48,77.07,59.6,Red,Millets
35.01,60.31,41.09,Loamy,Cotton
26.86,64.6,67.51,Clayey,Pulses
37.76,69.09,42.99,Clayey,Tobacco
30.43,52.13,20,Loamy,Paddy
36.99,61.66,67.74,Sandy,Sugarcane
32.06,71.03,52.21,Clayey,Wheat
25.99,48.98,52.04,Clayey,Ground Nuts
36.61,59.51,61.5,Black,Maize
32.43,61.18,35.98,Black,Oil seeds
32.76,64.72,70,Red,Cotton
27.35,57.23,20,Red,Paddy
27.35,70.98,53.73,Sandy,Pulses
32.86,69.27,40.03,Clayey,Cotton
39.57,71.95,48.79,Black,Sugarcane
31.94,67.97,36.56,Sandy,Cotton
36.37,55.52,51.42,Red,Ground Nuts
29.41,64.67,26.84,Loamy,Ground Nuts
23.65,51.65,42.94,Loamy,Tobacco
27.69,66.82,69.38,Sandy,Millets
27.83,53.18,51.26,Clayey,Maize
34.25,59.46,35.3,Clayey,Cotton
29.01,58.63,70,Red,Tobacco
28.44,61.71,20,Black,Oil seeds
35.82,70.09,65.76,Red,Cotton
23.74,59.52,37.9,Clayey,Millets
26.4,61.18,44.59,Sandy,Cotton
30.59,51.1,29.61,Clayey,Tobacco
24.26,47.47,41.47,Red,Barley
37.07,65.57,29.2,Red,Millets
31.17,47.4,35.26,Loamy,Barley
26.04,57.17,58.73,Black,Maize
32.02,49.9,34.01,Clayey,Barley
37.64,71,34.45,Loamy,Paddy
40,51.91,51.48,Clayey,Pulses
40,64.82,34.91,Loamy,Millets
34.52,54.84,20.39,Red,Millets
24.19,52.78,62.25,Sandy,Paddy
28.3,44.16,37.12,Sandy,Millets
28.56,50.73,40.11,Black,Ground Nuts
25.84,48.25,28.97,Black,Maize
32.82,72.68,67.27,Red,Cotton
29.11,41.5,57.5,Black,Tobacco
40,79.27,54.52,Clayey,Oil seeds
32.51,74.08,30.77,Black,Wheat
34.34,64.59,64.54,Sandy,Maize
31.72,46.57,33.12,Black,Maize
26.61,46.44,31.61,Clayey,Tobacco
34.99,61.26,46.53,Red,Oil seeds
28.46,47.43,43.66,Loamy,Maize
29.07,61.08,27.49,Clayey,Pulses
31.91,56.92,56.68,Clayey,Wheat
27.05,67.65,49.4,Clayey,Pulses
27.35,60.19,38.46,Red,Paddy
30.24,57.27,33.81,Sandy,Cotton
27.47,50.13,43.95,Loamy,Maize
29.17,56.11,33.33,Clayey,Sugarcane
28.47,43.34,70,Black,Ground Nuts
26.53,54.66,31.33,Sandy,Wheat
25.42,59.82,44.93,Black,Barley
33.41,51.2,45.61,Red,Maize
30.22,54.1,24.22,Loamy,Cotton
24.58,46.1,28.15,Red,Paddy
24.28,65.84,55.13,Clayey,Ground Nuts
37.55,64.6,43.06,Loamy,Millets
24.94,59.33,39.15,Loamy,Barley
31.22,71.21,39.47,Clayey,Pulses
29.92,70.82,61.95,Red,Pulses
29.22,57.62,50.47,Loamy,Oil seeds
29.23,69.81,40.31,Red,Oil seeds
23.9,45.41,23.75,Red,Oil seeds
21.36,44.67,49.8,Clayey,Oil seeds
25.73,50.6,20,Red,Pulses
